;coefHML;coefSML;coefrmrf;const;pvalorHML;pvalorSML;pvalorconst;pvalorrmrf;r2
MAR;0,0061500460723692895;0,0021856746703798253;0,01181814201428998;-0,00012679822731577806;8,092242704960036e-33;0,0007612872018051995;0,8847414488034917;2,2704741133866562e-177;0,5402626278191158
MCO;0,0017900007226310428;-0,002241725000253271;0,011869697514649778;0,0008414468024097809;0,0014553656640917997;0,0020486723517521696;0,3906004759273801;1,0083931802360941e-150;0,43386105533071573
VLO;0,008678278121718997;0,0037174790834679393;0,01139414110725425;0,00026184132053041814;3,1376642209484336e-31;8,022316595301407e-05;0,8365165414545346;1,797516393999322e-93;0,3779356470136087
CEG;-9,800896003494836e-05;-0,0007151563359015395;0,0007749944085060426;0,0004839891638260508;0,6804346700375752;0,020265738593572388;0,24426681023286936;3,776004418005189e-06;0,018092284606482045
CTAS;0,0008473548304934437;-0,0031562222290350394;0,01087209916389746;0,0004893394867821017;0,0724219425881527;2,6056374054413684e-07;0,5522425743319739;1,465770186615014e-171;0,47010505079413223
MSI;-0,0003867086665865764;0,000147870007144126;0,012301415861327429;-0,0014427942800549387;0,5837224829613795;0,8712896126453792;0,2418300711844194;3,276512745359396e-111;0,34508209661085654
ROP;0,00035365397577111684;0,0006153573083854538;0,010068120342752231;0,0009950117355940022;0,44203347305245033;0,3010416289494652;0,21559900050054903;1,0201243460490504e-158;0,45844240681295656
ECL;0,001354161143089598;-0,0014587803493056918;0,008641883179626886;0,00034537303808728387;0,0005401971899507853;0,003924849735960185;0,6125063256570034;2,176766195745009e-161;0,4572801687499417
NSC;0,004803528093283865;-6,979591177764975e-05;0,010073284753944598;2,921947436115492e-05;1,755681514051738e-17;0,9227304141469743;0,9760098975829303;3,346164618366943e-118;0,3942225506078997
EW;-0,003002200273490573;0,0003507099882369837;0,006887703272720938;0,0021346189651549182;5,57432080554684e-06;0,6803876325648941;0,06351216313906373;1,854472879789009e-46;0,1687800825682505
COF;0,013169547190906553;-0,0022624784958999626;0,015791945693474294;-0,0022019724379501743;5,604801514383328e-77;0,00821994560111758;0,056626922631212176;1,2947862091541697e-180;0,577542836635343
AIG;0,011069595122562443;-0,0034769301567229905;0,014055119976443918;-0,005112878543015311;5,403733647886576e-23;0,014585013537350623;0,007828875899947588;4,768383330730839e-66;0,2746210294807432
DXCM;-0,0014937684479002275;0,0041751294241364955;0,010060917905003427;0,0011397037100065969;0,1446211660934662;0,0016448430214158745;0,523758410362542;1,4307813549388436e-41;0,162954837904546
HLT;0,0013985175918017618;0,001784715693093569;0,003975227586104431;0,00017500703042813335;0,0002310220607239539;0,0002791829427728523;0,7913307754699885;1,0305692377841216e-46;0,1920303771837666
AZO;0,001451330093304328;-0,00326000173927475;0,0069133773093793816;0,002317206959707517;0,007445508277048812;3,5715555149941986e-06;0,014391472342623597;6,945353156963094e-66;0,21936015909168127
APD;0,002103620649999551;-0,0021220897353074163;0,008879873933150394;-8,097374150019676e-05;3,6024658503243592e-06;0,00029470219259345945;0,9183120323069642;1,8677581354995398e-134;0,40261927669163944
F;0,00972274100182602;0,0009109129071751405;0,014568976166673927;-0,003558774317523994;1,0648609575581787e-36;0,3438554343505068;0,006236131180797104;7,844610612293585e-134;0,4594469995013082
TRV;0,004512650239339658;-0,004759972503842442;0,008583739854006922;-0,00011566836397112747;6,23235963543783e-22;2,8184421650474793e-15;0,8855548322474246;5,820077755051774e-124;0,41104670119220554
AJG;0,002005651010303324;-0,003070035860825408;0,006215851186438268;0,0009668066504347198;5,143614791637506e-05;1,7010803716153448e-06;0,2622770616196164;2,6046593085246497e-64;0,2222472383460815
ADSK;-0,0024863499557634576;0,004852543921576295;0,012379927667092944;0,0006967753187798396;0,0005263306229272931;1,8273441004832088e-07;0,5770780189712068;6,800129358061719e-110;0,3752543949453552
TFC;0,011303012478629705;-1,0107603186603172e-05;0,010422622569769566;-0,002087288246206536;7,203724295420668e-110;0,9863927800223681;0,009194774327776043;4,655932484980858e-168;0,596389942096014
GM;0,003828374824148173;0,0037075947801417687;0,005908119210452802;-0,0013670565751379607;6,263304765361108e-14;1,645670554691836e-08;0,12097097320260727;1,148923419392764e-56;0,2608831229667786
WELL;0,00496530222275854;0,0034467208987251623;0,006436063338451244;-0,00022282015007872715;7,143698089932051e-19;1,466775671857125e-06;0,8168311394335505;1,8942750891075566e-56;0,26482477784396896
MMM;0,0024116590051058238;-0,0016299183190699312;0,008275622384242336;-0,001085274525085051;3,902328136295205e-10;0,0010059308911102474;0,10428988648099126;4,800823434223155e-156;0,4557678065023849
NUE;0,00553032736797268;0,0029413467508884045;0,011556755892432696;-0,0002423344941169611;3,470806479669591e-18;0,0002936390713048345;0,824701910135657;8,53308514878769e-122;0,4181876672584849
SPG;0,010590608894089915;0,003958638061321416;0,010094592304868675;-0,0008670817038138533;1,1778816379265507e-63;2,899853917480797e-07;0,4029385292447336;7,68503820321837e-107;0,461475020632774
CPRT;-0,00013654177120450405;0,0029085411097319277;0,008126244473960513;0,0017931421370638212;0,8270630229715719;0,0003317347295615336;0,10058329826225826;5,258813129924869e-68;0,2485670046564471
CARR;-0,0005937515529782673;0,0011382255039700216;0,0016097864805649964;0,0006231164683675093;0,06227882876581524;0,005760249058383351;0,2623553420771651;9,492216852247154e-13;0,05821822108683805
MCHP;-0,002989243359636681;0,005718252117502951;0,012904890052976141;-0,00040024655739607807;5,559585136587496e-06;2,2839992583992512e-11;0,7265558407098859;5,459696679511796e-135;0,4443155531808717
URI;0,008886345126856411;0,007968399739007788;0,01638856307188383;-0,0004388928225174158;1,4672719814230087e-22;7,754627824935235e-12;0,7781365437442009;5,141060001400958e-121;0,44121073089162277
ROST;0,0017817345672812106;-0,0016523860393574503;0,009784904504742504;0,0017322357017180935;0,003481570206407608;0,03600827516216309;0,1034282735275642;2,2600042184463723e-97;0,309049877403744
WMB;0,006964756461342264;0,002072497527925797;0,012494207848047351;-0,002225376031298301;5,644369782223002e-08;0,20900856819878746;0,31773731565414537;2,471892581927882e-41;0,17028762197822578
DHI;0,006217567570707795;0,0031992796499273534;0,013993443788338982;0,00026472914521790173;2,5615951166522806e-14;0,0022064328716412123;0,8509374739336218;2,4357876600099414e-110;0,3835111163629825
SMCI;0,0022576058584971546;0,004838837068406341;0,008436700623572643;0,0018186012858664785;0,013153859280026107;4,1203345029533446e-05;0,25226274132143855;1,7094487129485794e-37;0,16072495862908365
OKE;0,007556611525824064;0,001452641588589208;0,010309802382172713;-0,0001490102076425755;2,1521508508669046e-30;0,08053633505723455;0,8943212029429899;3,7575272754220204e-97;0,3753437995182145
PSA;0,002165167639659763;0,0003535388664600297;0,006327642187810835;0,0006236043997266839;6,319438232173846e-06;0,5670615191381325;0,45466427880215143;2,95436945899022e-70;0,2501656067970468
NEM;0,0003396909765599888;0,002067727752910797;0,0037017652730568984;-0,0005837624899716141;0,6716537062563783;0,04620075838424202;0,676587517681015;6,597374634213038e-11;0,04390966048227585
OXY;0,01004696860105628;0,00175910083061872;0,010222076375797813;-0,0008953994091473817;1,9677203251509338e-42;0,05515163211462508;0,46947285561103913;3,2716228888407427e-81;0,3619831631369279
MET;0,012337698192182778;0,00011710555580077503;0,013787920001820119;-0,0015679778602252976;8,514162068324643e-113;0,8540219636493953;0,06827273889881107;8,598011866561967e-226;0,6644194392112026
AFL;0,009001376489215186;-0,0031194771501632636;0,010996366179191185;-0,0006362441255620359;3,2464626526209224e-64;1,7233778633712013e-06;0,46799426992209525;6,378061747868597e-159;0,5314054884209696
ALL;0,006574890275572157;-0,0049757243368018875;0,00950582629710749;-0,0003047551115277771;1,3644385345654993e-42;2,383775337432303e-16;0,7061576346492664;4,4888149192801626e-144;0,4820335822215581
TEL;0,004581300290629257;0,0026348105060005024;0,008872064372229198;-0,0008394975138758311;1,4757735645095687e-26;1,365062950385949e-06;0,25232859163105187;1,6731039581623503e-150;0,49253593764959513
GWW;0,0019213938126156254;-0,0002712435007656194;0,009283852622284944;0,0007203651952634194;0,00017780944100762914;0,6815708369564795;0,41970230079198656;8,05848087806366e-119;0,3707352314371458
SRE;0,002999746823089435;-0,001875617522103579;0,006427057104705033;0,00032557949999691214;1,2770277964109392e-10;0,001758124875838668;0,6870046273380641;3,5003804316484726e-76;0,27031029056946765
O;0,0042120200514655;0,0018036347199196607;0,006593736914579685;-0,0002127301154091785;6,243760106876463e-17;0,0050654753873047974;0,8063019733312898;1,8351980403627633e-70;0,2870873284070148
AEP;0,002701349888138939;-0,004449290481882825;0,006025437485796013;-0,00045340512884787826;2,340549493970833e-08;1,3868077177166365e-12;0,5891399591148052;7,980789559401433e-64;0,23749402584076162
IQV;-0,0009009208774288564;0,0007117252919975046;0,0044426099581749865;0,00044509558969350156;0,01840193828745768;0,14957786127708936;0,5043866357831585;4,6346322579420525e-56;0,19844139559851703
JCI;0,002681242152592118;0,0019423782202469188;0,010941687797212473;-0,00225296123210464;0,0009244818047130099;0,06312522874895067;0,11036702108637943;5,444418478626805e-73;0,2589001849639454
AMP;0,008825836949118053;0,0015529169650687852;0,011858869711641507;-0,0005670997193507894;2,984854335574945e-70;0,010275177231956948;0,4871057036180362;5,962948012211092e-197;0,6014807638078281
FTNT;-0,004113387512301988;0,0011624228076959008;0,005641590352257261;0,0020005263802872564;6,424020545735024e-11;0,15007124920361023;0,06666689002598987;8,920667126739893e-36;0,15285065826356592
CCI;-0,0006443681379325069;0,00041021990879610214;0,012121814155373065;-0,0009840549972925934;0,47336557498307696;0,72410407202437;0,5306344809415231;1,8603386670649845e-72;0,24079283462581258
MSCI;-0,0010459930748922923;-8,500918891866523e-05;0,008208322931895867;0,0010330220947366454;0,036636337812113666;0,895428467795342;0,236995829352711;8,327340000165569e-101;0,3169743901660953
DLR;0,0014688676916808025;0,0005345729916910573;0,005975817799303132;0,0006772540085680945;0,007756859034158296;0,4531308754890536;0,4815101682934677;1,6016186599012789e-49;0,1792935083285151
FAST;0,0014575968543933803;0,0003197878744819728;0,009928299354273057;0,0008304452157496722;0,009434865517849026;0,659254909851456;0,3964873896314419;4,8096400984188894e-114;0,35878086293489087
FIS;0,0018255090730896484;0,0005847355372746341;0,008384554155118837;-0,0008240122519500673;0,0021645224956682828;0,4467314188100808;0,4271655290333817;2,9166100707382493e-78;0,267404798884856
BK;0,00742985558560047;-0,0037177513260314887;0,011520407033377684;-0,001911421134915237;3,0109409127063265e-51;1,3991113642492688e-09;0,02033320275214481;1,0326015674715953e-186;0,558764575902208
HES;0,009538368383898014;0,0019994732860781983;0,010485827945235893;-0,0006735828828768151;8,963586578964548e-38;0,03149511689247363;0,5912383730440893;6,4182454132513736e-83;0,35782948611760945
STZ;0,0017271148728390257;0,00093242459679147;0,00793938463376044;0,0013165421787941626;0,004551997186551423;0,2356556710238732;0,21496798370971654;1,4839067725926989e-68;0,2405941716077895
IDXX;-0,0033493850794982668;0,0015806705966356826;0,009252973442274335;0,0024275971139415403;4,827053166617215e-08;0,045307542038448285;0,0228320318590281;2,0897977327958295e-88;0,3031950360061524
KMB;-0,0001628967991127395;-0,004390503836247255;0,005200225660763054;-0,00040517754453446884;0,6705278513247491;2,505020283772517e-18;0,5445739469729871;2,6460717165545425e-73;0,2407208921092232
A;-0,003465010529574456;0,005668001260046664;0,01270996617567172;-0,0012617713854476964;1,1350441665389282e-06;8,344063432531956e-10;0,30801674515298705;1,92176370071205e-116;0,40083650301290485
DOW;0,003798831158432063;0,002948050354978247;0,0021658447397951996;-0,0008375737285828574;5,282386903335882e-26;1,3783209879125542e-10;0,17348359189401058;5,83991509830064e-18;0,17516088042725353
AME;0,0017190367131352268;0,0016914355033061446;0,009768955211847796;0,0014421739950097544;7,257072941967911e-05;0,0025057713497456642;0,05604458663711147;1,1027509046585522e-166;0,4888498407195865
PRU;0,013668210330927162;0,00047072183710963623;0,013274588826160633;-0,0018170620627325398;1,335666633232219e-113;0,5025596637933114;0,05543579027907214;8,384346731199077e-187;0,6229429041711437
LULU;0,0027705249011405735;0,003922894190071015;0,009676524208793022;0,0008199424793210601;0,0010322278179341936;0,00032905415439286553;0,577327958135807;8,77237220050991e-55;0,21559758357388614
LEN;0,008268719895145228;0,002145476389803853;0,015064727206466134;-0,0005531153669067085;1,8752966211768952e-23;0,041262375552784815;0,6965640284020163;7,320808744169906e-123;0,4214687489605822
MNST;-0,0004328812861024287;0,0021103676334674475;0,00732400820266273;0,004283947447984035;0,6152949365265661;0,058348021438989865;0,004464344229087137;4,5287931012314723e-32;0,12083251692308883
CMI;0,005275478108986551;0,0011752580471251866;0,01190014481493526;0,00017605034057478978;2,917890733868583e-18;0,1276413703157006;0,8657309877278752;7,36529746438649e-138;0,4431864619525979
D;0,0018710218563538566;-0,00357240092754655;0,005045251070015047;-0,0003602443099649565;1,1775140184266163e-05;1,193901185072492e-10;0,6277276849822151;5,8812489132235276e-58;0,2105782121521832
CTVA;0,0027935636703036427;0,0016998714498886;0,0018065402218267984;-0,0002783695858490736;1,5803048552529036e-18;2,8820697125028e-05;0,6107579976929555;4,804128481944696e-16;0,13066524818042846
ODFL;0,0032891658164218075;0,005582769862830955;0,008796603900905248;0,0029199285926293;3,57452423042278e-06;1,3275292671297843e-09;0,018102660868211457;4,621994417294317e-63;0,26656267634541586
OTIS;0,00031432919346600317;0,0002972631646472118;0,0012377045948752856;1,8677955179439325e-05;0,10904212885965582;0,24115478982492033;0,956492559104311;8,014356125824254e-19;0,07199119001301868
COR;0,0016589783520359034;-0,002304269599066031;0,0057509495262516915;0,0019516341277703948;0,005050846443613325;0,0026083174536277987;0,058710972327660156;7,384375179594717e-41;0,1436565674397824
PAYX;8,258352210133305e-05;-0,0005908690544532167;0,009349065378529546;-0,0004224284387838294;0,8645398721522466;0,3453581481361201;0,6173060929369426;5,913781173817939e-131;0,389106832515941
LHX;0,0012564624274030126;0,002545622535868335;0,00890804407705379;0,0005833078736419156;0,03202881799836297;0,0007955314121705796;0,5683669274235102;7,123062285905145e-89;0,3088255931620042
GIS;0,0003814949106629444;-0,0037116594072395767;0,003410080847696863;0,0003567620962576663;0,3336660422481993;6,061228672228057e-13;0,6046203677058393;5,016487813839876e-33;0,12512860333213005
HUM;0,0017218379944069857;-0,0033684809510293777;0,009596463177611673;0,0013360750067225506;0,03200882230042057;0,0011960424083171598;0,34034403321160933;7,962265008221054e-59;0,19611303812849357
CNC;0,0002847961289497573;0,0028669493923404966;0,00718779622164493;0,001745732162876327;0,7270765384702522;0,006672647893623936;0,22067613429182556;3,605979328302011e-34;0,13409696519364456
SYY;0,004120376765944014;-0,0006833332073489549;0,008431890511035087;-0,0005596987710435258;3,7069295157038676e-16;0,28979786554669545;0,5207474342659022;1,0297496049032077e-105;0,3604545601469805
RSG;0,002487024654003222;-0,0018890312157640243;0,007028029439455606;0,001009641593069228;1,5167531448310208e-07;0,0019696742029075395;0,21984759989701338;5,405424658819341e-86;0,28863504005435503
MLM;0,006054811603342165;0,002380090766259399;0,010299353275199716;-0,0001916757566626514;3,642660651507105e-26;0,0010299127127644792;0,8444752951850266;2,1899513207210204e-121;0,4276370119022499
CSGP;-0,0028479947394835013;0,00742501931535942;0,01015281171567303;0,0007661341764966935;0,00013609457905361212;2,458818332497623e-14;0,5556198377213324;7,552842935429268e-74;0,30865886440822743
PWR;0,003566081340379371;0,007200396013988593;0,013638344106331902;-0,0006973689538513922;0,0002754454993568578;1,5358278846748953e-08;0,6829973524545304;1,019631066134267e-76;0,29761307115161173
IR;0,0019166360242062273;0,0014639861011877659;0,003302051871909673;0,00020891105167844862;6,66463505745982e-07;0,003226494553089961;0,7552004928720355;8,952552216897494e-33;0,14779474383762448
YUM;0,0019095946994509617;-0,0006418362456126647;0,007997452147109065;0,0009071864357041388;0,00010688937628733214;0,31262463844554056;0,2905566493050827;2,099391634349808e-99;0,3209969797629777
EXC;0,002303698617384012;-0,003117442148625718;0,0063900804091618565;-0,00042049682031886684;2,7872841665449377e-06;9,531049306928731e-07;0,6227840408625527;1,7523327779934212e-68;0,23798475985760903
GEHC;-2,2633533763774304e-05;0,0006359053700176786;0,0002725543606226309;-0,00011449011311513485;0,8815583217339101;0,0012376018147307365;0,6660615510820203;0,010633523123460201;0,01779261462948667
FANG;0,007134482668935103;0,0036499013134851455;0,004754093160886309;0,00038431832697280097;2,1766708451132792e-23;6,118429980451153e-05;0,7538618374420095;2,4484035363158186e-21;0,16234472702272607
IT;0,00044961663695816217;0,0039894088586120225;0,010894770849631068;0,0007196067846957396;0,4859764535529181;1,946279960707777e-06;0,523120556514685;1,3854239478791706e-105;0,35948296226676746
HAL;0,008603925430436006;0,0035898146327070575;0,01251206309466634;-0,0021630456381344088;3,9387975977180665e-22;0,0015072526781887842;0,15610492742378823;2,334183472196158e-80;0,325746330441548
KR;0,0009079881996012259;-0,002917912728725173;0,005219570254809591;0,0002775238736143097;0,12349186806376336;0,0001345235905900269;0,7873868734100683;1,625819267370332e-34;0,11863280662225362
PCG;0,002837966955383968;-0,0014484035913549251;0,007217463977863923;-0,0016663474683849;0,005700843150962039;0,2746764537560682;0,35198190111931904;7,21049195434483e-23;0,08456679310884829
VMC;0,006932791754902736;0,0022161711574689544;0,010756542028878683;-0,0008001569367637006;3,267477674909871e-33;0,002292030902651185;0,4140407340737319;1,6152247322201064e-129;0,45328329173425086
CTSH;-0,001225806493123133;0,0040181551353305036;0,01203599815184986;0,0008494170974823948;0,10153674913317279;3,498460089648617e-05;0,5156733847709816;1,6400291305718725e-97;0,3341096689897226
KMI;0,003220722093689667;0,001243475066821796;0,0036366364274241668;-0,0015149412799692647;6,059056436464769e-13;0,0300421647335641;0,050254616026880534;3,862607111494462e-30;0,1520738538627845
ACGL;0,005052551108317561;0,0012617114296041626;0,006598272435852285;0,0017075527629626514;1,723376963743434e-25;0,03962809856969427;0,039184693689274235;1,556345541923553e-76;0,3176947350226954
MRNA;-0,004530191316192523;0,0019007103519319165;0,0016358280471426524;0,0008288396972175883;1,528965057301992e-08;0,06486695749506811;0,5507986185873801;0,0034282660986711877;0,03863629163572724
KVUE;4,87893642456731e-05;0,0001137263316203048;0,00012769008101334444;-0,0006413960963979289;0,6022256211039367;0,34758741908809554;9,16163729739053e-05;0,05198115759256344;0,004903285741051144
DG;-0,0014708766169371362;-0,0005371385297440076;0,002821591220034746;0,0008125919235043759;0,0008546097896922893;0,34543945089694317;0,2905272491668902;2,421290311470988e-19;0,06875273406512095
BKR;0,0077315290770666;0,0028382910039201903;0,01064564828648163;-0,0021147919154575028;5,069024257010727e-25;0,002781621466569478;0,09845263853055174;2,800350096584534e-82;0,33531188855418914
DVN;0,010494645010392977;0,004181039038041657;0,01032941474756293;-0,0016693544546437708;2,2094779657959657e-38;3,8862030474825024e-05;0,22237134736649475;1,0492763332743112e-69;0,33628416413246287
CDW;0,00029117640537743136;-0,00016151078673131295;0,004431738223822919;0,0010870028470111842;0,4402420684905718;0,7406095770834783;0,09911940814986843;5,385009363950074e-57;0,19275964267863743
EL;0,000620166881607559;0,00029896285684689324;0,00870323760449405;-0,0001764395748532071;0,25254997642819516;0,6696821324210773;0,8520921304470357;2,9340444871472154e-97;0,3124895599310048
ADM;0,004220091622087969;-0,002179018094241216;0,007197159030169791;-0,00019383966943976449;7,76477917036918e-14;0,002593749897693055;0,8424209291393355;5,3770312118493814e-67;0,25384706978657323
GPN;0,0010815946319586544;0,00014197153107077068;0,01000391192658383;0,001069133155044699;0,062025728050991595;0,8496774029571897;0,2906168005070711;1,45409179969358e-109;0,3447219041499793
PEG;0,001984892384498397;-0,0041259621806093195;0,006440278065715628;-0,0002134600328056277;4,495750713156493e-05;6,825842639471839e-11;0,8009554973450421;1,4580202186839867e-70;0,24329054162762354
PPG;0,0038446085354307017;-0,0003078985544341803;0,010233167032509361;-0,0007442734658253295;5,2574267042055526e-20;0,5641273896139585;0,3019459342269995;1,7298345933832654e-190;0,5375872307337295
VRSK;-0,001796148230911207;-0,00044127060326530046;0,0037680772722672074;0,0009876184142290577;1,0479706943511003e-07;0,30973631877221275;0,09236980110661233;1,437700040955815e-52;0,1843589504917741
DD;0,006275383063484557;0,0010963518011166988;0,011147493480045009;-0,0021937624303768597;1,548617960237331e-27;0,1327203724348357;0,025966840120234813;6,268867389281796e-136;0,45240253918816886
RCL;0,010398437531127899;0,003804037639166382;0,017836544478972715;-0,002745761039566411;1,5089209993844395e-27;0,0016659506610472584;0,09236936314100143;9,953898265506941e-129;0,4441679994240625
MPWR;-0,0010767134421360985;0,003042946077802266;0,009735028997808216;0,001694769537100866;0,17391274830455092;0,0030049267297277355;0,22033062479916946;9,57465004289697e-62;0,22530078216096106
ROK;0,002599760589051563;0,002414880748894039;0,012424692866883575;-0,00085972532122859;0,00014578122201517417;0,0062996069840159895;0,4707675639841633;3,0177485793409014e-119;0,3858938544790801
KDP;0,002219794947953597;0,0018582002825036777;0,003437803285521317;-0,0008313481311178055;0,008596689694922591;0,08872113307485394;0,5725719045203334;7,879541683522443e-09;0,03973104649945047
EA;-0,002664745501505177;0,0006196351935341853;0,008699761601394159;0,0001086381448344806;0,00017886000835701926;0,49932050984519605;0,9300967780420937;1,774293410147099e-61;0,21355069743030952
EFX;0,0009264663223480994;-0,0010609966554581624;0,00976099572225204;0,00025939741522904757;0,09266429440196747;0,1364453346521116;0,7873609544445105;2,947177769791396e-114;0,3499205767046111
EXR;0,003448922151599408;0,0019904483350675723;0,007356798414512489;0,0003409013779362089;1,3594217681328234e-10;0,0039268573420011225;0,7140736750406325;2,052280545934461e-75;0,2872531955800317
DFS;0,011708624979120365;0,0015972918638531503;0,011506218909213184;-0,0014789880979064886;4,530784728787677e-75;0,03852846548175677;0,15574703972643675;9,519216390970023e-131;0,5081230170814587
ED;0,0014613120622619731;-0,00490437834516269;0,004215158391878796;-0,00012819916252596687;0,0001201769737934218;9,448100271738725e-23;0,8463602530209576;8,579431048077708e-52;0,20993441687323044
HIG;0,015299011305146201;-0,006482508238878147;0,015432145457068405;-0,002413633439286053;1,508266595507891e-53;1,39008157066177e-07;0,14439229661034184;1,0506525444659404e-99;0,4152152605423679
VICI;0,002277453808040366;0,0014437933703978388;0,0032194626245880945;-0,0006393866635552833;2,0132457958592563e-10;0,0017074566763135392;0,3027341755940952;5,789647540681269e-36;0,1696716158859759
FICO;0,0018701957854970444;0,0031490820866789675;0,01108300093393316;0,0014912392210095625;0,00406325523716081;0,0001865405531754094;0,18898024039383632;2,4678916677680835e-107;0,3605554391254333
XYL;0,0014341347981109967;0,0007691888362755339;0,0043260349817437465;0,0002636731046725471;0,00015853046596351331;0,11636918047309901;0,6900425715578788;2,762135241133769e-54;0,20327161652072145
DAL;0,010066728513039728;0,0031788717502232353;0,010913324563792067;-0,0019151436778337503;4,874314205434539e-32;0,003147318594925809;0,1870545193591407;3,374261811092657e-69;0,31663826082378954
ANSS;-0,0032726046255318647;0,0037504203910887555;0,010710391247034027;0,002040455707663232;3,8804334605069163e-07;6,739645096322507e-06;0,06876343478092276;1,200944025060154e-103;0,35853204974574526
XEL;0,0020255975781171337;-0,00481578811395998;0,005530092464398187;-0,0001801170589017917;9,051270006161586e-05;8,990252349407005e-13;0,8415285019188727;1,6775562738178605e-48;0,18422759373035125
BIIB;-0,0046269979504432925;0,0038760929353319814;0,00881302446062409;-2,4397658260042412e-05;1,4720619410419253e-07;0,0006368581026635851;0,9872680499192819;2,2537317209403478e-43;0,1840046128227456
FTV;0,0007564922426194972;0,00028351178688871837;0,0033068028067004874;-0,00026535065395245726;0,014935189615152363;0,48013935711414735;0,6245380084803621;5,908604235807121e-48;0,17318848374636442
ON;-0,00023034208017968724;0,005736333753579827;0,017393453531139764;-0,0019687018837737445;0,8349605903125885;6,357999292789417e-05;0,30798347409684773;5,590458628385127e-94;0,32374825642891913
KHC;0,0009515639490933798;-0,0003584205331652124;0,0020108030076402684;-0,0012421346507920793;0,007142752277751311;0,432734497873854;0,044210072138351715;1,1273270849596218e-15;0,05910720648642154
HSY;0,000999719465232768;-0,0033393586217609554;0,004502581664108161;0,0007807231181360861;0,031375014415138014;3,1996127140457255e-08;0,33545461526223286;1,2856428045549277e-40;0,14443876399259437
WST;-0,000998589822053862;0,0018516476013867211;0,007802986351297761;0,001642713560856823;0,0669447031960888;0,008668446989288583;0,0843665846287162;2,7618847667804825e-80;0,27710307529993083
CBRE;0,00831318985344697;0,005838236417501018;0,012448280069729709;-0,00048805230633068233;1,2020790324429007e-27;1,7867131373647604e-09;0,7075553318984745;8,222122284580913e-104;0,4068386842104401
MTD;-0,0011417886915646674;0,0001527675310322379;0,009980429969509139;0,0011239899815820237;0,023159685021759382;0,8140820466800446;0,20021480703727448;6,775450395645809e-137;0,40636338799259286
KEYS;-0,0012512848895893814;0,0016330370667266734;0,003244254198830529;0,0005725502262818372;0,000791239291574017;0,0007083559193397335;0,3782495664366703;1,477582517276428e-33;0,1429178340279622
WTW;0,0018824777090614934;-0,0010408772472587531;0,006640325499944431;0,0001512786916417526;5,605069569454367e-05;0,08415883314699608;0,8524478976210688;1,2109705490498668e-79;0,2668907937566968
RMD;-0,003795763738826169;0,00012054320916635378;0,00892569738366607;0,0014459304155643956;6,689719299498856e-09;0,886017410524892;0,20303191998707068;1,1764354422991995e-74;0,25616544747018033
EIX;0,002438876967117162;-0,004259668331267331;0,007698411752660536;-0,0006936957902495605;0,00032972714545837845;1,304428472775318e-06;0,5576714016536806;9,286720167524388e-54;0,1892780723584847
CHTR;-0,0004852003672433182;-0,00030161975666739745;0,004261962253475286;0,0007933473961300978;0,32163774330515194;0,6337472120137452;0,35341669027405254;1,8152155883518158e-33;0,11395020647839826
TSCO;5,192971653587634e-06;0,004849539135148181;0,008069089582670491;0,0027451849477302466;0,9943471822618133;3,591024757434539e-07;0,03213898788183562;7,811681373909471e-51;0,20948893615390962
CAH;0,001642894367885431;-0,002904072920617945;0,007892095376363846;-0,0006327168669734347;0,004435009172801633;0,00010287608460256447;0,5296937455415907;2,553178285445182e-74;0,24376713051126053
WAB;0,005698462424690814;0,005957145501827688;0,010144000241528317;5,1631421175764316e-05;3,726941715173335e-21;1,6271225420201794e-14;0,9602329176860394;7,13690081354764e-108;0,4173841641511884
EBAY;-0,005605995724840156;0,001562792532642933;0,012455789750034852;-0,00039089365349816103;2,6600506741824237e-16;0,07383594673171794;0,7403915320636913;1,0615276992741903e-121;0,39365858285182975
DLTR;-0,0009458834185804348;-0,0016554338223426267;0,00848502847268804;0,0006031838505269453;0,20548569572726344;0,0867367755977699;0,6437602004678773;9,762816483353797e-54;0,17604765142429624
ZBH;0,0020917547451670083;0,0008359289502033045;0,00739412102809857;-0,0003258131871830609;4,624567992515362e-05;0,20673083653702634;0,7154461778459771;1,849940933749287e-81;0,28283436869495715
LYB;0,005483117998309109;0,004007196855734647;0,005952386306643992;-0,00037709750799549133;1,8288480413686104e-25;2,223684602865916e-09;0,6746543287586262;1,679645911025781e-55;0,2849419411629892
TROW;0,002013506461709991;-0,00039064778856817093;0,014331831636987927;-0,0009369945702499098;7,6195479355159095e-06;0,5002845671341687;0,23127963661367953;1,5557358859508498e-268;0,6426060875290833
AVB;0,00492262744286479;0,0006978709307358475;0,008123358592787086;-0,000444357902141315;4,063692785992274e-23;0,2683837022843237;0,6016692981021159;2,3183596116042676e-103;0,37425110040950227
HWM;0,004405137722646623;0,002229660521730993;0,004183291357241422;-0,0002538144891312982;3,3933456096374548e-18;0,0005653364611490779;0,7707923278820507;2,7829163685162147e-31;0,17759077014477176
TRGP;0,007092272554668273;0,005724642741156728;0,005942768226219863;-0,0006097365523700163;6,963449769339316e-21;3,353981233494679e-09;0,6385832114280785;1,0310754613273115e-28;0,19379329862413042
WEC;0,0009265578296329098;-0,00391571317520443;0,005087149788755534;0,0006670481151810217;0,01776725822763643;1,8034087951532792e-14;0,32802103190156817;3,00567449331433e-68;0,23196400715630794
