;coefHML;coefSML;coeffundflows;coefrmrf;const;pvalorHML;pvalorSML;pvalorconst;pvalorfundflows;pvalorrmrf;r2
EOG;0,01265395578534794;0,005717058319176024;-0,10695567244430781;0,00977228055781083;-0,0008493862715017193;9,405685046603655e-18;0,017187192139557463;0,8258092319735155;0,7338172099665341;1,731679682182805e-12;0,45649652175859967
ICE;-0,001318932566903269;-0,0016868554952754822;-0,14625553257325852;0,00881204892534983;-0,00026361321708875837;0,02893850302525539;0,11419098573205345;0,8784965045533135;0,29857499961059675;2,6377450626924416e-35;0,5480740897079012
TGT;-0,0018374351812414458;-0,0014449589572760858;-0,10015096685861559;0,008906233332988739;-0,0014807683218020014;0,08357634690362076;0,4415901957067718;0,6261953239308552;0,6859817639779128;1,1109176874104151e-15;0,2909352688223189
SHW;-0,0006691079621820897;-0,0015204095121701272;0,23246426488834457;0,009883982214317827;-0,0009169426450043569;0,36309838406077466;0,2442205820636682;0,6641230703857355;0,17758313824265806;2,427924227810134e-31;0,5218690245021823
SLB;0,014500437925508902;0,0067322054090732065;-0,1402158399887724;0,010561238147941502;-0,0015199880516566673;1,81465278497898e-24;0,0025299846221904392;0,670394413036713;0,6299679775981215;6,582532141412152e-16;0,5522269909766555
CME;0,0012191105567883355;-0,002259749487974467;0,030870341694813137;0,00714823270463547;-0,0018807593445264044;0,09478826390902798;0,08088674511781382;0,3684132959923939;0,8560978680061252;6,971918265558568e-20;0,3592353975974196
SO;0,0032283147631011247;-0,0037776083706562748;-0,13985606577804582;0,008942014169142589;-0,001539035905204931;1,404493628059289e-05;0,003696561171487172;0,46091849470646606;0,411013935004498;1,0737950707471957e-27;0,48080601840817694
ZTS;-0,003106832705431745;-0,0012698977018328343;0,15270353152052052;0,009743773574393952;-0,0009616936581349595;1,1365854137278277e-05;0,30081566127673115;0,6281881683686312;0,34573651162451535;1,9561807438679732e-33;0,5592668498149675
WM;0,0014282464502676981;-0,0028866431461877645;0,19713851526941828;0,0063608863759156056;-0,00021689961440135748;0,014471257919613673;0,005423866529708008;0,8963815781096993;0,14737550171586442;1,992238941498343e-23;0,42812804775030044
ANET;-0,003326735356464674;0,0017265949539152052;0,28643210557767523;0,010211021763756352;0,003975395009034895;0,006344004423702713;0,42054463565244016;0,25258313176459174;0,31156107520704607;8,682049357456243e-16;0,3378910554370189
DUK;0,0033190138746845635;-0,00476910850944616;-0,16306920269079336;0,008101599500138777;-0,001451424885870663;4,652252932991117e-06;0,00018185163485877174;0,47452467829696543;0,3244145314960528;5,1496908806327185e-25;0,45222389328065915
MO;0,004032727581232751;-0,0024175883953313085;0,017894495312325596;0,006772056357996993;-0,0030980495912691364;1,700688891587095e-08;0,0483900381437428;0,11769279334212317;0,9114346034769366;5,897085397511651e-20;0,4197673840644033
EQIX;-0,003470219358090526;-0,004570592017904879;0,25806957708507194;0,009306374295329399;-0,001488477982161609;7,156318352370232e-06;0,0007506386879973095;0,4921827069395316;0,14473606415722093;8,700752658735643e-28;0,4959557120519349
PH;0,00631433692776631;0,00391468564618972;0,0290285986067242;0,013066320094604227;0,0002795817711949445;1,4135890557736883e-18;0,0008224925338845444;0,8811218631442226;0,8488842237806153;3,62585105712222e-52;0,7607649978700044
