Date;Mkt-RF;SMB;HML;RF;rendimientos microsoft;% Fundflows
21/01/2021;-0,04;-0,55;-0,94;0,00%;0,28%;-0,67%
22/01/2021;-0,07;1,87;-0,12;0,00%;0,44%;-0,29%
25/01/2021;0,29;-0,05;-0,4;0,00%;1,57%;0,16%
26/01/2021;-0,32;0,02;0,01;0,00%;1,21%;-0,14%
27/01/2021;-2,53;1,33;1,56;0,00%;0,25%;-0,12%
28/01/2021;0,92;-1,93;-0,91;0,00%;2,56%;-0,65%
29/01/2021;-1,84;0,59;0,58;0,00%;-2,96%;-0,76%
01/02/2021;1,73;0,93;-1,47;0,00%;3,26%;0,27%
02/02/2021;1,48;-0,85;-1,08;0,00%;-0,06%;-1,26%
03/02/2021;0,15;0,43;0,7;0,00%;1,45%;-0,28%
04/02/2021;1,23;0,38;0,37;0,00%;-0,41%;3,02%
05/02/2021;0,58;1,07;-0,48;0,00%;0,08%;2,49%
08/02/2021;0,96;2,11;0,39;0,00%;0,11%;-0,03%
09/02/2021;0,05;0,71;-0,17;0,00%;0,54%;0,47%
10/02/2021;-0,08;-0,49;0,61;0,00%;-0,39%;0,05%
11/02/2021;0,19;-0,22;-0,43;0,00%;0,69%;0,89%
12/02/2021;0,49;-0,14;0,49;0,00%;0,20%;0,46%
16/02/2021;-0,14;-0,61;1,89;0,00%;-0,53%;-0,44%
17/02/2021;-0,21;-0,85;0,61;0,00%;0,21%;0,26%
18/02/2021;-0,63;-1,55;-0,2;0,00%;-0,17%;0,43%
19/02/2021;0,16;1,79;0,72;0,00%;-1,16%;0,73%
22/02/2021;-1,13;-0,05;3,16;0,00%;-2,72%;0,25%
23/02/2021;-0,15;-1,27;0,89;0,00%;-0,53%;0,25%
24/02/2021;1,15;1,22;1,42;0,00%;0,55%;-0,12%
25/02/2021;-2,74;-1,13;0,92;0,00%;-2,40%;-0,22%
26/02/2021;-0,28;0,66;-1,58;0,00%;1,47%;0,35%
01/03/2021;2,63;1,09;0,23;0,00%;1,94%;-0,79%
02/03/2021;-1,05;-1,09;1,23;0,00%;-1,30%;-0,06%
03/03/2021;-1,57;-0,19;3,56;0,00%;-2,74%;-0,21%
04/03/2021;-1,7;-1,36;1,71;0,00%;-0,37%;0,84%
05/03/2021;1,85;0,21;0,61;0,00%;2,13%;-0,59%
08/03/2021;-0,67;0,61;3,71;0,00%;-1,84%;0,59%
09/03/2021;1,79;1,29;-3,23;0,00%;2,77%;0,33%
10/03/2021;0,68;0,78;1,82;0,00%;-0,58%;-0,67%
11/03/2021;1,44;1,61;-2,02;0,00%;2,01%;-0,27%
12/03/2021;0,1;0,14;1,3;0,00%;-0,58%;-0,38%
15/03/2021;0,7;-0,1;-1,29;0,00%;-0,40%;0,21%
16/03/2021;-0,43;-1,11;-0,83;0,00%;1,23%;-0,52%
17/03/2021;0,33;0,47;0,33;0,00%;-0,28%;0,06%
18/03/2021;-1,88;-1,75;2,18;0,00%;-2,70%;1,10%
19/03/2021;0,25;1,26;-0,99;0,00%;-0,16%;1,36%
22/03/2021;0,55;-1,2;-2,21;0,00%;2,42%;0,10%
23/03/2021;-1,17;-2,71;-1,04;0,00%;0,67%;-0,50%
24/03/2021;-1,01;-1,98;1,46;0,00%;-0,90%;1,08%
25/03/2021;0,67;1,68;1,4;0,00%;-1,33%;0,40%
26/03/2021;1,55;0,18;0,69;0,00%;1,77%;0,44%
29/03/2021;-0,49;-2,4;-0,23;0,00%;-0,53%;-1,82%
30/03/2021;-0,02;1,54;1,01;0,00%;-1,45%;0,23%
31/03/2021;0,63;1,11;-2,33;0,00%;1,68%;0,89%
01/04/2021;1,27;0,29;0;0,00%;2,75%;0,98%
05/04/2021;1,27;-0,59;-0,71;0,00%;2,74%;-0,79%
06/04/2021;0,01;-0,31;0,1;0,00%;-0,49%;-0,64%
07/04/2021;-0,12;-1,61;0,32;0,00%;0,82%;0,60%
08/04/2021;0,62;0,59;-1,17;0,00%;1,33%;0,37%
09/04/2021;0,65;-0,64;0,13;0,00%;1,02%;-0,18%
12/04/2021;-0,05;-0,62;0,59;0,00%;0,02%;-0,32%
13/04/2021;0,41;-0,28;-1,61;0,00%;1,00%;0,68%
14/04/2021;-0,35;0,79;1,42;0,00%;-1,13%;-0,20%
15/04/2021;1,04;-0,44;-1,19;0,00%;1,52%;0,35%
16/04/2021;0,27;-0,35;0,66;0,00%;0,48%;0,17%
19/04/2021;-0,73;-0,78;0,78;0,00%;-0,77%;0,30%
20/04/2021;-0,94;-1,19;-1,57;0,00%;-0,19%;-0,12%
21/04/2021;1,11;1,39;0,1;0,00%;0,89%;0,50%
22/04/2021;-0,77;0,65;-0,77;0,00%;-1,32%;-0,96%
23/04/2021;1,26;0,75;0,7;0,00%;1,54%;-0,31%
26/04/2021;0,43;0,87;-0,5;0,00%;0,15%;-0,82%
27/04/2021;-0,03;-0,16;0,85;0,00%;0,16%;0,68%
28/04/2021;-0,06;0,2;0,19;0,00%;-2,87%;0,43%
29/04/2021;0,39;-1,14;1,08;0,00%;-0,81%;0,04%
30/04/2021;-0,83;-0,43;-0,32;0,00%;-0,13%;1,07%
03/05/2021;0,17;0,44;1,71;0,00%;-0,13%;0,88%
04/05/2021;-0,89;-0,75;2;0,00%;-1,63%;0,74%
05/05/2021;-0,06;-0,47;1,34;0,00%;-0,53%;-1,34%
06/05/2021;0,48;-0,83;1,2;0,00%;1,31%;-0,44%
07/05/2021;0,84;0,43;-0,1;0,00%;1,09%;-0,12%
10/05/2021;-1,36;-1,68;1,69;0,00%;-2,11%;-0,10%
11/05/2021;-0,63;0,96;-0,89;0,00%;-0,39%;0,41%
12/05/2021;-2,34;-1,33;0,71;0,00%;-2,98%;0,24%
13/05/2021;1,02;0,26;1,14;0,00%;1,67%;0,08%
14/05/2021;1,81;0,98;-0,15;0,00%;2,09%;0,05%
17/05/2021;-0,24;0,6;0,83;0,00%;-1,20%;-0,68%
18/05/2021;-0,69;0,26;-0,94;0,00%;-0,86%;-0,45%
19/05/2021;-0,34;-0,37;-0,46;0,00%;0,02%;-0,16%
20/05/2021;1,15;-0,11;-1,43;0,00%;1,37%;-0,87%
21/05/2021;-0,04;0,22;0,98;0,00%;-0,53%;0,55%
24/05/2021;0,99;-0,37;-0,69;0,00%;2,26%;-0,31%
25/05/2021;-0,3;-0,62;-1,23;0,00%;0,37%;0,03%
26/05/2021;0,47;1,77;0,56;0,00%;-0,09%;0,53%
27/05/2021;0,28;0,8;0,95;0,00%;-0,87%;0,09%
28/05/2021;0,04;-0,3;-0,3;0,00%;0,15%;0,51%
01/06/2021;0,03;1,12;1,46;0,00%;-0,92%;-0,75%
02/06/2021;0,12;-0,12;0,32;0,00%;-0,04%;0,67%
03/06/2021;-0,53;-0,53;0,72;0,00%;-0,65%;-0,52%
04/06/2021;0,89;-0,36;-0,9;0,00%;2,05%;0,57%
07/06/2021;0,15;1,57;-0,96;0,00%;1,20%;-0,29%
08/06/2021;0,19;1,15;-0,32;0,00%;-0,49%;-0,50%
09/06/2021;-0,3;-0,29;-0,84;0,00%;0,40%;-0,05%
10/06/2021;0,4;-0,9;-2,05;0,00%;1,43%;0,67%
11/06/2021;0,37;0,67;0,18;0,00%;0,25%;-0,30%
14/06/2021;0,15;-0,31;-1,62;0,00%;0,77%;-0,11%
15/06/2021;-0,3;-0,03;1,3;0,00%;-0,59%;0,61%
16/06/2021;-0,45;0,44;0,2;0,00%;-0,38%;-0,09%
17/06/2021;0,01;-0,5;-3,59;0,00%;1,36%;-0,01%
18/06/2021;-1,22;-0,43;-1,45;0,00%;-0,57%;0,30%
21/06/2021;1,34;0,59;1,06;0,00%;1,23%;-0,84%
22/06/2021;0,58;0,04;-0,43;0,00%;1,09%;0,79%
23/06/2021;0,01;0,55;-0,28;0,00%;-0,09%;0,76%
24/06/2021;0,69;0,66;0,23;0,00%;0,53%;0,38%
25/06/2021;0,31;-0,7;0,43;0,00%;-0,63%;0,19%
28/06/2021;0,22;-0,49;-1,59;0,00%;1,39%;0,47%
29/06/2021;0;-0,24;-0,29;0,00%;0,99%;-0,10%
30/06/2021;0,07;-0,12;0,75;0,00%;-0,18%;0,51%
01/07/2021;0,43;0,37;0,41;0,00%;0,26%;0,53%
02/07/2021;0,56;-1,33;-0,71;0,00%;2,20%;0,13%
03/07/2021;0,56;-1,33;-0,71;0,00%;2,20%;0,13%
04/07/2021;0,56;-1,33;-0,71;0,00%;2,20%;0,13%
05/07/2021;0,56;-1,33;-0,71;0,00%;2,20%;0,00%
06/07/2021;0,56;-1,33;-0,71;0,00%;0,00%;0,26%
07/07/2021;0,56;-1,33;-0,71;0,00%;0,81%;0,22%
08/07/2021;0,56;-1,33;-0,71;0,00%;-0,90%;-0,91%
09/07/2021;-0,28;-0,65;-1,99;0,00%;0,19%;0,78%
12/07/2021;0,09;-0,92;0,08;0,00%;-0,22%;0,26%
13/07/2021;-0,86;0,15;-0,77;0,00%;1,31%;0,00%
14/07/2021;1,25;0,61;1,57;0,00%;0,54%;0,10%
15/07/2021;0,23;-0,17;0,56;0,00%;-0,53%;0,43%
16/07/2021;-0,56;-1,13;-0,41;0,00%;-0,10%;-0,42%
19/07/2021;-0,26;-1,16;0,34;0,00%;-1,34%;-0,24%
20/07/2021;-0,38;-0,35;0,79;0,00%;0,83%;0,59%
21/07/2021;-0,77;-0,23;-1,25;0,00%;0,74%;-0,40%
22/07/2021;-1,41;0,31;-1,74;0,00%;1,67%;-0,14%
23/07/2021;1,69;0,79;0,16;0,00%;1,23%;-0,43%
26/07/2021;0,95;0,62;0,79;0,00%;-0,21%;-0,15%
27/07/2021;0,09;-1,33;-1,01;0,00%;-0,87%;-0,12%
28/07/2021;0,98;-0,09;-0,47;0,00%;-0,11%;0,92%
29/07/2021;0,18;-0,09;1,33;0,00%;0,10%;0,02%
30/07/2021;-0,66;-0,66;0,59;0,00%;-0,56%;0,06%
02/08/2021;0,27;1,41;-0,65;0,00%;-0,03%;0,52%
03/08/2021;0,41;-0,01;0,94;0,00%;0,80%;-0,18%
04/08/2021;-0,65;-0,07;-0,17;0,00%;-0,21%;-0,13%
05/08/2021;-0,12;-0,15;-0,41;0,00%;1,05%;-0,55%
06/08/2021;0,73;-0,47;0,92;0,00%;-0,02%;0,03%
07/08/2022;0,73;-0,47;0,92;0,00%;0,00%;0,00%
08/08/2023;0,73;-0,47;0,92;0,00%;0,00%;0,00%
09/08/2021;-0,39;-0,62;-1,56;0,00%;-0,39%;0,45%
10/08/2021;0,74;1,14;-0,1;0,00%;-0,66%;0,17%
11/08/2021;0,09;0,05;1,88;0,00%;0,18%;0,11%
12/08/2021;0,09;0,05;1,88;0,00%;0,99%;0,22%
13/08/2021;0,09;0,05;1,88;0,00%;1,04%;0,21%
16/08/2021;0,01;-0,36;-0,26;0,00%;0,60%;0,18%
17/08/2021;0,06;-0,01;1,82;0,00%;-0,52%;1,51%
18/08/2021;0,19;-0,01;1,41;0,00%;-0,81%;0,19%
19/08/2021;0,24;-0,59;-0,4;0,00%;2,06%;-0,63%
20/08/2021;0;-0,85;-0,24;0,00%;2,53%;0,17%
23/08/2021;-0,05;-0,86;0,05;0,00%;0,10%;-0,37%
24/08/2021;-0,8;-0,45;-0,11;0,00%;-0,67%;0,04%
25/08/2021;-0,95;0,11;-0,18;0,00%;-0,20%;-0,06%
26/08/2021;-0,15;-0,79;-0,82;0,00%;-0,97%;0,05%
27/08/2021;0,92;1;-0,48;0,00%;0,21%;0,12%
30/08/2021;1,08;0,94;-0,85;0,00%;1,28%;0,19%
31/08/2021;0,41;0,36;0,36;0,00%;-0,57%;0,63%
01/09/2021;0,26;-0,04;0,36;0,00%;-0,02%;1,24%
02/09/2021;-0,65;-0,39;-0,32;0,00%;-0,23%;-0,41%
03/09/2021;1,07;1,63;0,3;0,00%;0,00%;0,30%
07/09/2021;0,35;-0,34;-1,37;0,00%;-0,32%;0,17%
08/09/2021;-0,13;0,44;-0,05;0,00%;0,01%;1,19%
09/09/2021;0,11;0,59;-0,94;0,00%;-0,99%;-1,00%
10/09/2021;0,36;0,1;-0,04;0,00%;-0,52%;0,23%
13/09/2021;-0,01;-0,38;-0,26;0,00%;0,43%;0,62%
14/09/2021;-0,36;-0,14;-0,09;0,00%;0,94%;0,69%
15/09/2021;-0,34;-0,81;0,08;0,00%;1,66%;0,41%
16/09/2021;-0,27;0,23;0,09;0,00%;0,13%;1,32%
17/09/2021;-0,76;-0,1;0,02;0,00%;-1,77%;-0,08%
20/09/2021;0,14;-0,05;1,34;0,00%;-1,88%;-0,76%
21/09/2021;-0,66;-0,51;-0,97;0,00%;0,17%;-0,50%
22/09/2021;0,88;0,02;0,63;0,00%;1,27%;0,04%
23/09/2021;-0,03;0,04;-0,55;0,00%;0,33%;0,00%
24/09/2021;-0,72;0,99;-0,05;0,00%;-0,07%;0,07%
27/09/2021;-1,87;-0,58;0,23;0,00%;-1,75%;0,03%
28/09/2021;0,05;0,45;-0,67;0,00%;-3,69%;-1,53%
29/09/2021;1;0,18;0,53;0,00%;0,17%;0,24%
30/09/2021;1,28;0,36;0,93;0,00%;-0,74%;-0,23%
01/10/2021;0,08;-0,47;0,7;0,00%;2,52%;-0,38%
04/10/2021;-0,1;1,25;2,43;0,00%;-2,09%;-0,23%
05/10/2021;-2,18;-0,44;1,75;0,00%;1,98%;0,01%
06/10/2021;0,03;-0,3;0,8;0,00%;1,50%;0,39%
07/10/2021;-1,02;0,32;-0,77;0,00%;0,59%;-0,39%
08/10/2021;1,1;0,4;0,5;0,00%;0,00%;-0,08%
11/10/2021;-1,43;-0,03;2,33;0,00%;-0,21%;0,38%
12/10/2021;1,05;-0,52;-0,07;0,00%;-0,46%;-0,19%
13/10/2021;0,33;-0,87;-0,49;0,00%;1,16%;0,17%
14/10/2021;1,01;0,53;-0,17;0,00%;2,15%;0,04%
15/10/2021;-0,28;-0,61;1,12;0,00%;0,48%;0,13%
18/10/2021;-0,72;0,31;-0,28;0,00%;1,01%;0,55%
19/10/2021;-0,06;0,64;-0,44;0,00%;0,31%;-0,14%
20/10/2021;0,43;0,14;-1,06;0,00%;-0,27%;0,21%
21/10/2021;1,65;-0,34;-0,27;0,00%;1,08%;0,38%
22/10/2021;0,63;-1,2;0,3;0,00%;-0,52%;0,35%
25/10/2021;0,41;-0,25;-0,01;0,00%;-0,33%;-0,44%
26/10/2021;0,71;-0,49;-0,23;0,00%;0,64%;0,43%
27/10/2021;0,34;-0,02;1,19;0,00%;4,13%;2,60%
28/10/2021;0,37;0,21;-0,95;0,00%;0,36%;-0,04%
29/10/2021;-0,25;-0,24;1,01;0,00%;2,22%;0,32%
01/11/2021;0,58;0,49;-0,15;0,00%;-0,68%;0,63%
02/11/2021;0,04;-0,7;-0,31;0,00%;1,14%;0,05%
03/11/2021;-0,76;-0,74;-1,18;0,00%;0,26%;0,13%
04/11/2021;1,14;0,88;-0,5;0,00%;0,73%;0,34%
05/11/2021;0,22;0,2;-0,83;0,00%;-0,11%;0,04%
08/11/2021;0,51;2,02;0,44;0,00%;0,28%;0,15%
09/11/2021;0,24;-0,29;-0,54;0,00%;-0,31%;-0,19%
10/11/2021;0,8;1,45;-0,12;0,00%;-1,55%;0,37%
11/11/2021;0,39;-0,02;-1,37;0,00%;0,49%;0,39%
12/11/2021;0,38;0,69;1,19;0,00%;1,28%;-0,35%
15/11/2021;0,18;0,02;0,07;0,00%;-0,19%;0,12%
16/11/2021;-0,35;-0,18;0,45;0,00%;1,02%;-0,52%
17/11/2021;-1,07;-0,65;0,93;0,00%;-0,12%;0,31%
18/11/2021;0,24;0,54;0,33;0,00%;0,63%;0,08%
19/11/2021;0,74;-0,32;-0,91;0,00%;0,54%;-0,16%
22/11/2021;-0,02;-0,53;0,71;0,00%;-0,96%;-0,69%
23/11/2021;0,5;0,04;-0,72;0,00%;-0,64%;0,45%
24/11/2021;-0,47;-0,56;-0,25;0,00%;0,07%;-0,33%
26/11/2021;0,06;-0,58;-0,07;0,00%;-2,47%;0,26%
29/11/2021;-0,2;-0,17;-1,28;0,00%;2,09%;-0,08%
30/11/2021;-0,61;-0,54;2,76;0,00%;-1,81%;0,93%
01/12/2021;-0,03;-0,52;1,75;0,00%;-0,15%;0,93%
02/12/2021;0,3;0,03;-0,87;0,00%;-0,18%;-0,36%
03/12/2021;-2,22;-1,23;-0,92;0,00%;-1,99%;1,13%
06/12/2021;1,11;-1,02;-0,79;0,00%;0,98%;-0,28%
07/12/2021;-1,95;0,52;-1,13;0,00%;2,64%;0,93%
08/12/2021;-1,61;-0,79;1,11;0,00%;0,02%;0,17%
09/12/2021;1,51;0,71;1,27;0,00%;-0,56%;-1,42%
10/12/2021;-1,21;-1,13;1,07;0,00%;2,80%;0,17%
13/12/2021;1,19;0,76;0,63;0,00%;-0,92%;0,70%
14/12/2021;2,22;0,2;-1,79;0,00%;-3,31%;1,72%
15/12/2021;0,47;0,66;-0,83;0,00%;1,90%;-0,53%
16/12/2021;-1,07;-1,37;1,57;0,00%;-2,96%;-1,30%
17/12/2021;0,7;-0,83;0,5;0,00%;-0,34%;1,45%
20/12/2021;-1,04;-0,31;-0,98;0,00%;-1,21%;-0,44%
21/12/2021;-0,76;-0,68;1,64;0,00%;2,28%;0,59%
22/12/2021;1,62;0,39;-1,91;0,00%;1,79%;0,01%
23/12/2021;-1,2;-1,6;2,78;0,00%;0,45%;-0,19%
27/12/2021;-0,65;1,88;-2,33;0,00%;2,29%;-0,35%
28/12/2021;-1,27;-0,16;-0,41;0,00%;-0,35%;0,92%
29/12/2021;2,06;0,82;0,19;0,00%;0,21%;0,71%
30/12/2021;0,97;0,26;-0,36;0,00%;-0,77%;0,30%
31/12/2021;0,71;0,35;-0,48;0,00%;-0,89%;0,79%
03/01/2022;1,22;-0,11;0,29;0,00%;-0,47%;1,72%
04/01/2022;-0,27;-0,59;0,81;0,00%;-1,73%;-0,79%
05/01/2022;0,06;-0,07;0,17;0,00%;-3,91%;-0,85%
06/01/2022;-0,15;0,11;-0,4;0,00%;-0,79%;0,28%
07/01/2022;-0,31;0,05;0,53;0,00%;0,05%;-0,82%
10/01/2022;0,73;0,34;0,78;0,00%;0,07%;-0,13%
11/01/2022;-0,29;-0,82;3,62;0,00%;0,23%;0,19%
12/01/2022;-2,28;-1,46;2,6;0,00%;1,04%;-0,02%
13/01/2022;0;0,2;1,75;0,00%;-4,32%;-0,23%
14/01/2022;-0,48;-1,32;2,02;0,00%;1,76%;-0,29%
18/01/2022;-0,15;-0,23;-0,28;0,00%;-2,46%;-0,27%
19/01/2022;1,1;-0,08;-0,3;0,00%;0,22%;-0,82%
20/01/2022;0,12;-0,89;0,5;0,00%;-0,57%;-0,34%
21/01/2022;-1,57;0,3;2,41;0,00%;-1,86%;0,06%
24/01/2022;0,08;0,18;0,54;0,00%;0,12%;-0,36%
25/01/2022;-2,08;-1,03;1,37;0,00%;-2,70%;0,23%
26/01/2022;-1,01;-0,33;-0,67;0,00%;2,81%;0,07%
27/01/2022;-1,14;-0,86;-0,23;0,00%;1,05%;0,03%
28/01/2022;-2,1;0,28;0,49;0,00%;2,77%;-0,22%
31/01/2022;0,53;1,81;-0,25;0,00%;0,88%;-0,27%
01/02/2022;-1,43;-0,62;2,79;0,00%;-0,72%;-1,42%
02/02/2022;-0,3;-1,08;0,09;0,00%;1,51%;0,83%
03/02/2022;-0,79;-1,64;0,79;0,00%;-3,97%;1,89%
04/02/2022;2,45;-0,14;-2,07;0,00%;1,55%;1,35%
07/02/2022;2,34;1,31;-2,86;0,00%;-1,64%;0,49%
08/02/2022;0,87;0,05;0,65;0,00%;1,19%;0,04%
09/02/2022;0,48;-1,75;0,72;0,00%;2,16%;-0,28%
10/02/2022;-2,49;-0,05;2,18;0,00%;-2,88%;1,33%
11/02/2022;0,89;-0,02;-0,6;0,00%;-2,46%;0,02%
14/02/2022;-0,25;0,53;0,23;0,00%;-0,01%;-0,20%
15/02/2022;1,02;0,68;-0,28;0,00%;1,84%;-0,57%
16/02/2022;1,61;0,23;-1,95;0,00%;-0,32%;-0,18%
17/02/2022;-1,69;-0,15;1,23;0,00%;-2,97%;0,01%
18/02/2022;-1,92;0,6;2,13;0,00%;-0,97%;0,36%
22/02/2022;-0,35;0,22;-0,59;0,00%;-0,07%;-1,22%
23/02/2022;1,87;1,32;-1,42;0,00%;-2,62%;1,13%
24/02/2022;-0,02;-0,09;0,31;0,00%;4,98%;0,35%
25/02/2022;-2,28;-0,28;1,1;0,00%;0,92%;-0,69%
28/02/2022;-0,87;-0,09;0,94;0,00%;0,50%;1,79%
01/03/2022;-1,18;-0,49;0,11;0,00%;-1,29%;-0,34%
02/03/2022;-1,96;-0,2;1,26;0,00%;1,76%;-0,53%
03/03/2022;1,89;1,51;-3,86;0,00%;-1,43%;-0,05%
04/03/2022;2,23;-0,42;1,22;0,00%;-2,07%;0,34%
07/03/2022;0,05;0,64;-0,5;0,00%;-3,85%;0,04%
08/03/2022;-1,57;-0,1;-0,81;0,00%;-1,10%;1,23%
09/03/2022;1,81;0,42;1,34;0,00%;4,48%;-0,37%
10/03/2022;-0,88;-0,57;1,52;0,00%;-1,01%;-1,09%
11/03/2022;-1,1;-0,66;0,68;0,00%;-1,95%;0,25%
14/03/2022;-3,12;0,58;0,89;0,00%;-1,31%;0,43%
15/03/2022;-0,52;1,01;0,32;0,00%;3,80%;-0,16%
16/03/2022;2,8;0,32;-2,09;0,00%;2,49%;0,42%
17/03/2022;-0,47;0,11;1,16;0,00%;0,28%;0,40%
18/03/2022;-1,49;-0,44;1,79;0,00%;1,75%;0,68%
21/03/2022;-1,06;-1,33;1,77;0,00%;-0,42%;0,32%
22/03/2022;2,15;-0,12;-2,39;0,00%;1,63%;-0,63%
23/03/2022;2,61;0,8;-1,83;0,00%;-1,51%;0,44%
24/03/2022;1,43;0,29;-1,09;0,00%;1,53%;0,15%
25/03/2022;1,33;0,28;-1,85;0,00%;-0,14%;-0,21%
28/03/2022;-0,18;-1,1;1,59;0,00%;2,29%;-0,02%
29/03/2022;1,31;0,04;-1,16;0,00%;1,51%;0,16%
30/03/2022;-1,26;-0,64;0,38;0,00%;-0,49%;0,73%
31/03/2022;1,42;-0,09;-0,79;0,00%;-1,78%;0,55%
01/04/2022;0,27;-0,59;2,18;0,00%;0,36%;0,79%
04/04/2022;0,73;-0,56;-1,7;0,00%;1,78%;-1,04%
05/04/2022;1,45;1,54;-1,92;0,00%;-1,31%;-0,21%
06/04/2022;-0,83;-1,28;0,4;0,00%;-3,73%;-0,04%
07/04/2022;-1,55;0,71;-0,44;0,00%;0,62%;0,13%
08/04/2022;0,39;0,69;-0,59;0,10%;-1,47%;-0,43%
11/04/2022;0,94;-0,05;-1,88;0,10%;-4,02%;0,04%
12/04/2022;-1,54;-0,97;0,84;0,10%;-1,13%;-0,68%
13/04/2022;-1,24;-0,66;1,09;0,10%;1,95%;-0,07%
14/04/2022;0,33;-0,61;-0,13;0,10%;-2,75%;-1,81%
18/04/2022;-0,39;-1;2,24;0,10%;0,25%;-0,33%
19/04/2022;-1,53;0,28;1,06;0,10%;1,69%;-1,93%
20/04/2022;-0,29;0,54;0,46;0,10%;0,37%;-0,95%
21/04/2022;1,4;0,93;-0,71;0,10%;-1,96%;-0,47%
22/04/2022;-1,28;0,03;1,41;0,10%;-2,44%;0,32%
25/04/2022;-0,21;-0,81;1,8;0,10%;2,41%;0,61%
26/04/2022;1,77;0,59;-0,95;0,10%;-3,81%;-0,15%
27/04/2022;-0,28;0,19;1,26;0,10%;4,70%;-0,30%
28/04/2022;-1,75;-0,72;0,41;0,10%;2,24%;-0,67%
29/04/2022;-2,74;0,31;-0,16;0,10%;-4,27%;0,28%
02/05/2022;0,71;0,43;-1,84;0,10%;2,47%;0,67%
03/05/2022;-3;-0,67;1,79;0,10%;-0,95%;-0,67%
04/05/2022;0,12;-0,61;0,34;0,10%;2,87%;0,00%
05/05/2022;2,44;-0,19;-0,45;0,10%;-4,45%;-0,14%
06/05/2022;-3,53;0,75;0,59;0,10%;-0,95%;-0,01%
09/05/2022;0,8;0,6;-1,15;0,10%;-3,77%;-0,33%
10/05/2022;0,41;-0,16;1,62;0,10%;1,84%;1,36%
11/05/2022;3;-0,46;0,24;0,10%;-3,38%;-0,69%
12/05/2022;-3,8;-0,79;2,37;0,10%;-2,02%;0,13%
13/05/2022;-0,85;-1,31;1,77;0,10%;2,23%;0,08%
16/05/2022;-3,54;-0,5;1,37;0,10%;0,15%;-0,17%
17/05/2022;0,2;-0,23;-1,22;0,10%;2,01%;0,05%
18/05/2022;-1,95;-1,11;2,59;0,10%;-4,89%;0,74%
19/05/2022;0,17;1,29;-1,23;0,10%;-0,37%;0,36%
20/05/2022;2,76;0,89;-2,2;0,10%;-0,23%;0,47%
23/05/2022;-0,6;-0,21;1,34;0,10%;3,15%;0,11%
24/05/2022;2,14;0,96;-0,05;0,10%;-0,40%;0,48%
25/05/2022;-4,04;0,21;1,53;0,10%;1,11%;0,56%
26/05/2022;-0,34;0,48;-0,8;0,10%;1,28%;0,76%
27/05/2022;-0,05;-0,11;-0,19;0,10%;2,72%;-0,27%
31/05/2022;1,74;-1,07;1,29;0,10%;-0,50%;0,28%
01/06/2022;-1,23;-0,94;1,85;0,10%;0,20%;0,43%
02/06/2022;1,22;0,78;0,21;0,10%;0,79%;-0,49%
03/06/2022;2,18;0,2;-0,62;0,10%;-1,68%;-0,21%
06/06/2022;2,58;0,37;-1,31;0,10%;-0,47%;0,01%
07/06/2022;-0,71;-0,49;0,45;0,10%;1,39%;1,19%
08/06/2022;-0,75;0,19;0,79;0,30%;-0,77%;1,24%
09/06/2022;2,09;0,85;-2,07;0,30%;-2,10%;-0,17%
10/06/2022;-1,63;0,84;0,53;0,30%;-4,56%;-0,73%
13/06/2022;0,33;-0,01;0,65;0,30%;-4,33%;-1,22%
14/06/2022;0,99;0,31;-0,14;0,30%;0,92%;-0,31%
15/06/2022;-1,02;-0,09;-0,53;0,30%;2,93%;0,92%
16/06/2022;-2,44;0,31;0,26;0,30%;-2,73%;1,37%
17/06/2022;-3;0,11;0,62;0,30%;1,09%;0,66%
18/06/2023;-3;0,11;0,62;0,30%;0,00%;0,00%
21/06/2022;-4,13;-0,65;0,62;0,30%;2,43%;0,00%
22/06/2022;-0,25;0,21;0,12;0,30%;-0,24%;0,28%
23/06/2022;1,55;0,28;-1,65;0,30%;2,24%;-0,97%
24/06/2022;-3,52;-1,17;0,03;0,30%;3,36%;0,16%
27/06/2022;0,47;1,11;-2,63;0,30%;-1,06%;-0,40%
28/06/2022;0,47;1,11;-2,63;0,30%;-3,23%;0,42%
29/06/2022;2,38;-0,76;0,24;0,30%;1,46%;0,03%
30/06/2022;-0,18;0,19;-1,77;0,30%;-1,33%;0,22%
01/07/2022;1,13;0,8;-3,85;0,30%;1,07%;-0,13%
05/07/2022;3,11;-0,37;-0,04;0,30%;1,25%;-0,12%
06/07/2022;-0,28;0,56;1,24;0,30%;1,27%;0,04%
07/07/2022;-2,1;-0,35;2,36;0,30%;0,82%;-0,53%
08/07/2022;-0,2;-0,45;-1,3;0,30%;-0,28%;0,57%
11/07/2022;-0,96;0,41;-0,15;0,30%;-1,18%;-0,31%
12/07/2022;1,15;0,02;0,1;0,40%;-4,18%;-0,24%
13/07/2022;0,49;1,81;-3,34;0,40%;-0,38%;-0,13%
14/07/2022;0,17;-0,74;-0,72;0,40%;0,54%;0,61%
15/07/2022;1,77;1;-0,97;0,40%;1,03%;-0,28%
18/07/2022;-0,07;0,11;-0,07;0,40%;-0,97%;0,06%
19/07/2022;-1,39;-1,31;1,59;0,40%;2,06%;0,00%
20/07/2022;-0,88;0,73;0,51;0,40%;1,05%;-0,12%
21/07/2022;-0,39;0,45;-0,38;0,40%;0,98%;0,23%
