Date;Mkt-RF;SMB;HML;RF;rendimientos apple;% Fundflows
01/03/2018;-1,19;1,01;-0,02;0,50%;-3,61%;27,139
02/03/2018;0,7;1,17;-0,49;0,50%;1,26%;-3173,799
05/03/2018;1,06;-0,39;0,23;0,50%;-0,54%;-2705,54
06/03/2018;0,36;0,69;0,12;0,50%;-1,54%;-2082,091
07/03/2018;0,05;0,78;-0,44;0,50%;1,23%;-2510,671
08/03/2018;0,37;-0,48;-0,36;0,50%;-0,95%;-2277,761
09/03/2018;1,7;-0,25;0,28;0,50%;-0,59%;3110,714
12/03/2018;-0,09;0,47;-0,08;0,50%;5,44%;2857,92
13/03/2018;-0,67;0,08;0,03;0,50%;-1,05%;2659,366
14/03/2018;-0,53;0,23;-0,57;0,50%;-4,53%;1978,536
15/03/2018;-0,18;-0,39;0,32;0,50%;-0,32%;165,129
16/03/2018;0,25;0,47;0,18;0,50%;-1,35%;-5500,352
19/03/2018;-1,38;0,35;0,41;0,50%;-2,46%;1769,841
20/03/2018;0,15;-0,08;-0,36;0,50%;-0,96%;-1176,676
21/03/2018;-0,06;0,75;0,45;0,50%;1,91%;1408,708
22/03/2018;-2,54;0,51;-0,49;0,50%;-2,35%;1108,777
23/03/2018;-2,09;0,21;-0,23;0,50%;-2,51%;-3242,773
26/03/2018;2,67;-0,68;0,03;0,50%;0,89%;-7924,137
27/03/2018;-1,87;-0,21;0,37;0,50%;-8,59%;1776,344
28/03/2018;-0,35;0,14;0,65;0,50%;-7,94%;2970,211
29/03/2018;1,41;-0,32;-0,22;0,50%;3,15%;-1390,086
02/04/2018;-2,29;-0,15;0,36;0,70%;-5,27%;-2634,175
03/04/2018;1,24;-0,04;0,19;0,70%;5,83%;-2201,93
04/04/2018;1,17;0,33;-0,32;0,70%;6,98%;-1356,134
05/04/2018;0,75;0,03;0,46;0,70%;6,33%;-514,467
06/04/2018;-2,19;0,39;-0,06;0,70%;-2,13%;1089,27
09/04/2018;0,3;-0,15;-0,53;0,70%;-3,26%;-2091,865
10/04/2018;1,77;0,4;-0,12;0,70%;5,05%;4368,428
11/04/2018;-0,49;0,92;-0,31;0,70%;-1,24%;609,883
12/04/2018;0,84;-0,23;0,18;0,70%;-2,27%;290,084
13/04/2018;-0,37;0,03;-0,24;0,70%;2,07%;-66,48
16/04/2018;0,82;0,08;-0,02;0,70%;-3,09%;556,825
17/04/2018;1,09;0,16;-1,18;0,70%;-1,19%;-133,655
18/04/2018;0,13;0,21;0,02;0,70%;1,96%;-337,691
19/04/2018;-0,49;-0,47;1,08;0,70%;2,28%;689,463
20/04/2018;-0,81;0,06;0,58;0,70%;-3,35%;-591,503
23/04/2018;-0,05;-0,07;0,2;0,70%;-2,41%;1252,946
24/04/2018;-1,3;0,54;1,02;0,70%;0,05%;1146,376
25/04/2018;0,1;-0,33;0,08;0,70%;-1,01%;-2301,626
26/04/2018;0,96;-0,39;-0,85;0,70%;1,70%;-1330,801
27/04/2018;0,01;-0,26;0,03;0,70%;2,95%;1531,053
30/04/2018;-0,8;0,02;-0,1;0,70%;-0,05%;906,367
01/05/2018;0,24;0,22;-0,54;0,60%;2,02%;-79,322
02/05/2018;-0,63;1,28;-0,36;0,60%;0,45%;477,146
03/05/2018;-0,25;-0,52;-0,15;0,60%;-5,74%;-592,141
04/05/2018;1,3;0,02;-0,2;0,60%;3,37%;-4818,873
07/05/2018;0,42;0,41;-0,34;0,60%;2,87%;2021,701
08/05/2018;0,07;0,49;0,24;0,60%;-0,25%;-306,976
09/05/2018;0,89;-0,22;0,26;0,60%;1,63%;547,081
10/05/2018;0,85;-0,43;-0,04;0,60%;-0,64%;215,583
11/05/2018;0,19;0,13;-0,38;0,60%;-1,29%;2298,895
14/05/2018;0,05;-0,36;0,1;0,60%;-3,09%;463,445
15/05/2018;-0,55;0,67;0,41;0,60%;-2,66%;518,449
16/05/2018;0,5;0,71;-0,25;0,60%;0,79%;1612,564
17/05/2018;0,02;0,9;0,3;0,60%;-0,68%;1102,375
18/05/2018;-0,23;0,57;-0,61;0,60%;-2,78%;-1006,54
21/05/2018;0,72;-0,19;0,44;0,60%;2,78%;-922,568
22/05/2018;-0,42;-0,76;0,61;0,60%;-3,43%;683,369
23/05/2018;0,29;0,05;-0,7;0,60%;1,46%;190,748
24/05/2018;-0,16;0,37;-0,35;0,60%;-0,43%;1353,255
25/05/2018;-0,21;0,25;-0,4;0,60%;0,38%;859,456
29/05/2018;-1,04;1,33;-1,02;0,60%;1,76%;-1592,552
30/05/2018;1,31;0,05;0,37;0,60%;2,76%;-1089,864
31/05/2018;-0,7;0,07;-0,43;0,60%;-2,45%;-109,022
01/06/2018;1,06;-0,23;-0,11;0,60%;2,45%;-595,638
04/06/2018;0,48;0,17;-0,45;0,60%;1,68%;-766,359
05/06/2018;0,17;0,82;-0,44;0,60%;-1,89%;2268,154
06/06/2018;0,86;-0,33;0,2;0,60%;9,29%;-1802,149
07/06/2018;-0,14;-0,3;0,93;0,60%;-1,09%;-1096,103
08/06/2018;0,31;0,08;-0,4;0,60%;0,52%;332,815
11/06/2018;0,12;0,18;-0,17;0,60%;4,43%;-1043,317
12/06/2018;0,23;0,23;-0,63;0,60%;3,16%;626,66
13/06/2018;-0,33;0,08;-0,2;0,60%;0,61%;697,522
14/06/2018;0,27;0,32;-1;0,60%;3,67%;-13,895
15/06/2018;-0,08;0,05;-0,25;0,60%;0,13%;-2006,404
18/06/2018;-0,09;0,72;0,08;0,60%;3,46%;1926,31
19/06/2018;-0,38;0,57;-0,14;0,60%;-5,06%;1922,242
20/06/2018;0,23;0,73;-0,51;0,60%;2,73%;371,901
21/06/2018;-0,73;-0,63;0,33;0,60%;-4,14%;551,902
22/06/2018;0,11;0;0,46;0,60%;-4,10%;-1494,547
25/06/2018;-1,48;-0,54;0,57;0,60%;-0,18%;-82,423
26/06/2018;0,27;0,63;-0,24;0,60%;2,67%;-270,978
27/06/2018;-1,02;-1;0,36;0,60%;0,74%;-2919,4
28/06/2018;0,58;-0,18;-0,51;0,60%;1,56%;-242,314
29/06/2018;0,07;-0,2;-0,24;0,60%;-2,04%;108,373
02/07/2018;0,36;0,44;-0,25;0,80%;-2,30%;-1762,502
03/07/2018;-0,44;0,81;-0,02;0,80%;-7,53%;244,794
05/07/2018;0,87;0,44;-0,43;0,80%;-0,53%;811,934
06/07/2018;0,88;0,05;-0,3;0,80%;-0,10%;-1215,02
09/07/2018;0,93;-0,41;0,85;0,80%;3,06%;-220,294
10/07/2018;0,21;-0,78;-0,17;0,80%;1,26%;1250,423
11/07/2018;-0,69;-0,02;-0,45;0,80%;-1,12%;-1185,067
12/07/2018;0,86;-0,35;-1,14;0,80%;-0,71%;2297,975
13/07/2018;0,08;-0,12;-0,3;0,80%;0,71%;-1284,812
16/07/2018;-0,16;-0,78;0,98;0,80%;-2,81%;-1384,052
17/07/2018;0,48;0,26;-0,76;0,80%;3,98%;782,13
18/07/2018;0,27;-0,27;0,67;0,80%;0,37%;-42,066
19/07/2018;-0,34;0,96;-0,36;0,80%;-1,12%;-674,513
20/07/2018;-0,1;-0,19;0,12;0,80%;-2,08%;825,904
23/07/2018;0,15;-0,3;0,55;0,80%;-3,41%;-1314,644
24/07/2018;0,22;-1,36;0,39;0,80%;-1,90%;980,785
25/07/2018;0,83;-0,43;-1,06;0,80%;3,71%;2097,722
26/07/2018;-0,2;0,64;0,57;0,80%;-0,68%;994,461
27/07/2018;-0,82;-1,38;1,06;0,80%;-3,13%;-793,163
30/07/2018;-0,7;-0,21;1,57;0,80%;-2,40%;1153,809
31/07/2018;0,51;0,85;-1,11;0,80%;2,75%;1245,217
01/08/2018;-0,13;0,04;-0,19;0,70%;0,90%;1968,377
02/08/2018;0,67;0,31;-0,67;0,70%;14,97%;-2991,607
03/08/2018;0,31;-1,07;0,52;0,70%;-0,39%;-3571,225
06/08/2018;0,46;0,25;-0,34;0,70%;-1,78%;-312,019
07/08/2018;0,29;0,03;-0,17;0,70%;10,40%;-298,915
08/08/2018;-0,04;-0,12;0,27;0,70%;-2,44%;827,904
09/08/2018;-0,05;0,37;-0,35;0,70%;-4,94%;4110,008
10/08/2018;-0,6;0,39;-0,21;0,70%;0,85%;627,175
13/08/2018;-0,46;-0,15;-0,29;0,70%;0,25%;-1231,661
14/08/2018;0,69;0,31;0,21;0,70%;-2,47%;-1043,446
15/08/2018;-0,91;-0,54;-0,13;0,70%;-2,62%;-1334,018
16/08/2018;0,86;-0,06;0,25;0,70%;-0,98%;-84,52
17/08/2018;0,3;0,09;0,01;0,70%;-9,32%;1647,44
20/08/2018;0,25;0,12;0,14;0,70%;0,93%;-1453,518
21/08/2018;0,33;0,91;0,12;0,70%;4,28%;657,118
22/08/2018;0,05;0,36;-0,35;0,70%;-0,09%;400,823
23/08/2018;-0,19;-0,06;-0,32;0,70%;-0,47%;-1388,052
24/08/2018;0,62;-0,02;-0,58;0,70%;0,84%;-442,881
27/08/2018;0,74;-0,67;-0,16;0,70%;-1,12%;-1135,604
28/08/2018;-0,01;-0,11;-0,24;0,70%;-2,33%;2259,852
29/08/2018;0,56;-0,04;-0,58;0,70%;-2,24%;1637,391
30/08/2018;-0,41;0,29;-0,42;0,70%;-0,59%;495,506
31/08/2018;0,08;0,5;-0,38;0,70%;-0,50%;-4701,783
04/09/2018;-0,11;-0,37;0,01;0,80%;-4,32%;-841,874
05/09/2018;-0,41;-0,18;0,66;0,80%;-2,84%;-4086,839
06/09/2018;-0,44;-0,35;-0,24;0,80%;0,05%;3136,078
07/09/2018;-0,18;0,1;-0,21;0,80%;-6,51%;-576,145
10/09/2018;0,23;0,12;-0,37;0,80%;8,10%;-1077,971
11/09/2018;0,37;-0,29;-0,24;0,80%;-2,12%;1137,604
12/09/2018;0,03;-0,06;-0,23;0,80%;3,90%;-1011,82
13/09/2018;0,45;-0,44;-0,4;0,80%;-0,36%;-563,931
14/09/2018;0,12;0,26;0,25;0,80%;1,95%;-654,282
17/09/2018;-0,71;-0,46;0,83;0,80%;-0,10%;989,105
18/09/2018;0,57;0,05;-0,48;0,80%;-3,42%;3905,62
19/09/2018;0,06;-0,66;1,28;0,80%;4,78%;-974,385
20/09/2018;0,77;0,31;-0,22;0,80%;-0,20%;5402,209
21/09/2018;-0,13;-0,42;0,3;0,80%;0,25%;2524,17
24/09/2018;-0,31;0,06;-0,9;0,80%;0,20%;-2497,304
25/09/2018;-0,05;0,27;-0,38;0,80%;0,45%;-58,211
26/09/2018;-0,4;-0,38;-0,63;0,80%;2,80%;-828,482
27/09/2018;0,27;-0,26;-0,55;0,80%;-0,68%;1231,389
28/09/2018;-0,03;0,4;-0,2;0,80%;-14,97%;-43,589
01/10/2018;0,16;-1,62;0,34;0,80%;15,99%;-944,441
02/10/2018;-0,21;-0,98;0,59;0,80%;-3,14%;947,862
03/10/2018;0,2;0,84;0,51;0,80%;-2,12%;568,505
04/10/2018;-0,93;-1,06;1,57;0,80%;-4,48%;-466,803
05/10/2018;-0,64;-0,43;0,38;0,80%;-7,34%;2749,651
08/10/2018;-0,17;-0,4;1,22;0,80%;-4,45%;-1957,301
09/10/2018;-0,18;-0,29;0,28;0,80%;4,79%;1453,009
10/10/2018;-3,33;0,29;1,1;0,80%;-2,25%;934,045
11/10/2018;-1,96;0,45;-0,92;0,80%;-1,83%;2473,886
12/10/2018;1,38;-0,88;-1,74;0,80%;2,52%;-6615,698
15/10/2018;-0,48;0,92;0,51;0,80%;0,35%;-2430,053
16/10/2018;2,24;0,68;-1,43;0,80%;6,32%;-3445,218
17/10/2018;-0,08;-0,68;0,25;0,80%;-1,75%;-2257,385
18/10/2018;-1,54;-0,54;0,42;0,80%;-2,97%;3294,24
19/10/2018;-0,25;-1,33;0,71;0,80%;-1,49%;1160,691
22/10/2018;-0,38;0,48;-1,25;0,80%;0,40%;-690,651
23/10/2018;-0,62;-0,1;-0,41;0,80%;11,96%;563,916
24/10/2018;-3,33;-0,93;0,77;0,80%;-1,96%;-1039,602
25/10/2018;1,93;0,42;-0,58;0,80%;8,76%;1935,54
26/10/2018;-1,65;0,58;0,35;0,80%;4,97%;-1795,999
29/10/2018;-0,77;-0,33;1,62;0,80%;1,17%;-3861,574
30/10/2018;1,66;0,42;0,08;0,80%;-1,49%;4455,912
31/10/2018;1,22;-0,66;-0,74;0,80%;2,25%;2062,163
01/11/2018;1,29;1,35;-1,14;0,80%;2,03%;-1461,904
02/11/2018;-0,53;0,79;0,67;0,80%;0,61%;-2626,416
05/11/2018;0,4;-1,01;1,55;0,80%;-1,44%;353,448
06/11/2018;0,58;-0,16;0,03;0,80%;-0,09%;328,092
07/11/2018;2,11;-0,33;-1,06;0,80%;2,05%;1059,281
08/11/2018;-0,28;-0,25;0,26;0,80%;0,94%;2177,478
09/11/2018;-1,04;-0,86;0,41;0,80%;-0,26%;-504,733
12/11/2018;-2,06;0,01;0,85;0,80%;-5,63%;-1556,122
13/11/2018;-0,13;-0,11;0,16;0,80%;2,19%;-258,804
14/11/2018;-0,77;0,03;-0,29;0,80%;1,54%;326,438
15/11/2018;1,18;0,36;-0,41;0,80%;1,30%;1161,21
16/11/2018;0,15;0,02;-0,05;0,80%;1,67%;436,782
19/11/2018;-1,88;-0,73;2,3;0,80%;-0,25%;-1436,455
20/11/2018;-1,85;0,14;-0,53;0,80%;-1,67%;699,61
21/11/2018;0,51;0,98;-0,34;0,80%;-2,71%;2179,915
23/11/2018;-0,55;0,83;-0,59;0,80%;-3,75%;-1192,746
26/11/2018;1,62;-0,66;-0,2;0,80%;6,03%;-1514,173
27/11/2018;0,11;-1,09;0,26;0,80%;-0,61%;-655,227
28/11/2018;2,42;0,45;-1,16;0,80%;1,13%;1770,849
29/11/2018;-0,22;-0,1;-0,1;0,80%;-1,96%;4034,643
30/11/2018;0,78;-0,33;-0,43;0,80%;2,73%;2492,763
03/12/2018;1,13;-0,05;-0,8;1,10%;2,24%;-3549,293
04/12/2018;-3,45;-0,97;-0,21;1,10%;0,33%;279,218
06/12/2018;-0,16;0,14;-1,05;1,10%;0,91%;-3648,122
07/12/2018;-2,36;0,2;1,32;1,10%;-1,42%;-3090,414
10/12/2018;0,1;-0,11;-1,62;1,10%;1,99%;1582,079
11/12/2018;-0,08;-0,05;-0,4;1,10%;0,45%;132,072
12/12/2018;0,68;0,57;-0,19;1,10%;-0,04%;726,171
13/12/2018;-0,26;-1,51;-0,19;1,10%;2,74%;2070,81
14/12/2018;-1,89;-0,07;0,5;1,10%;-2,99%;-1712,367
17/12/2018;-2,13;-0,26;1,09;1,10%;-4,83%;1458,639
18/12/2018;-0,03;0,03;-0,6;1,10%;-3,33%;2130,103
19/12/2018;-1,58;-0,62;0,04;1,10%;-1,21%;-242,382
20/12/2018;-1,62;-0,29;0,98;1,10%;-5,41%;-1557,781
21/12/2018;-2,17;-0,55;0,77;1,10%;1,37%;-593,566
24/12/2018;-2,55;1;-0,48;1,10%;-7,95%;6983,752
26/12/2018;5,06;-0,06;-1,02;1,10%;9,90%;2858,621
27/12/2018;0,78;-0,66;-0,12;1,10%;-3,08%;-873,05
28/12/2018;-0,03;0,77;0,26;1,10%;5,45%;-1252,681
31/12/2018;0,9;-0,1;-0,46;1,10%;-0,32%;-2899,107
02/01/2019;0,23;0,59;1,11;1,00%;-7,10%;-3286,452
03/01/2019;-2,45;0,36;1,2;1,00%;-3,20%;-1351,299
04/01/2019;3,55;0,41;-0,7;1,00%;5,63%;-1000,86
07/01/2019;0,94;1;-0,75;1,00%;5,29%;2095,614
08/01/2019;1,01;0,53;-0,63;1,00%;0,13%;-1411,097
09/01/2019;0,56;0,46;0,1;1,00%;0,94%;487,763
10/01/2019;0,42;0,03;-0,46;1,00%;1,89%;-1985,44
11/01/2019;-0,01;0,12;0,22;1,00%;0,65%;2201,595
14/01/2019;-0,6;-0,59;0,94;1,00%;-3,79%;-1281,91
15/01/2019;1,06;0;-0,88;1,00%;2,96%;-850,221
16/01/2019;0,28;0,04;0,92;1,00%;0,48%;-898,399
17/01/2019;0,75;0,11;-0,24;1,00%;0,35%;-756,871
18/01/2019;1,29;-0,36;0,12;1,00%;-13,88%;-3392,618
22/01/2019;-1,53;-0,4;0,32;1,00%;-1,10%;1225,727
23/01/2019;0,15;-0,39;-0,13;1,00%;-3,89%;1418,602
24/01/2019;0,23;0,44;-0,01;1,00%;1,35%;724,026
25/01/2019;0,9;0,46;-0,35;1,00%;1,89%;39,548
28/01/2019;-0,8;-0,16;0,63;1,00%;-0,20%;-2419,641
29/01/2019;-0,19;-0,01;0,17;1,00%;0,35%;-2347,905
30/01/2019;1,51;-0,15;-0,94;1,00%;3,71%;2239,141
31/01/2019;0,92;0,12;-1,08;1,00%;-0,54%;-1471,509
01/02/2019;0,14;-0,14;0,43;1,00%;1,65%;485,821
04/02/2019;0,72;0,49;-0,47;1,00%;0,24%;-729,478
05/02/2019;0,43;-0,08;-0,6;1,00%;2,65%;911,227
06/02/2019;-0,22;-0,02;0,07;1,00%;-1,27%;-177,639
07/02/2019;-0,93;-0,14;0,4;1,00%;-3,12%;-327,25
08/02/2019;0,09;0,05;-0,69;1,00%;-0,54%;-202,65
11/02/2019;0,14;0,66;0,23;1,00%;2,28%;0
12/02/2019;1,36;0,02;-0,16;1,00%;-0,34%;852,582
13/02/2019;0,28;0,07;0,07;1,00%;-1,21%;932,147
14/02/2019;-0,21;0,52;-0,58;1,00%;-1,42%;261,259
15/02/2019;1,13;0,25;0,47;1,00%;1,37%;-2222,45
19/02/2019;0,19;0,29;0,3;1,00%;-0,73%;-429,927
20/02/2019;0,19;0,21;0,55;1,00%;-1,04%;1722,4
21/02/2019;-0,37;-0,07;-0,22;1,00%;-3,79%;-1294,341
22/02/2019;0,65;0,55;-1,47;1,00%;1,18%;707,362
25/02/2019;0,15;-0,26;-0,18;1,00%;1,37%;348,969
26/02/2019;-0,16;-0,64;-0,33;1,00%;-0,30%;3214,903
27/02/2019;0,09;0,2;-0,12;1,00%;5,49%;-1019,59
28/02/2019;-0,31;0,02;-0,24;1,00%;1,65%;-488,655
01/03/2019;0,72;0,29;-0,4;0,90%;-8,20%;1030,549
04/03/2019;-0,52;-0,4;0,37;0,90%;-3,26%;-224,363
05/03/2019;-0,17;-0,31;-0,23;0,90%;-3,10%;1466,72
06/03/2019;-0,84;-1,27;0,05;0,90%;-0,11%;-1799,996
07/03/2019;-0,82;-0,07;-0,33;0,90%;0,11%;-2550,859
08/03/2019;-0,22;0,04;-0,16;0,90%;2,68%;-1732,994
11/03/2019;1,49;0,36;-0,53;0,90%;2,35%;-1207,88
12/03/2019;0,25;-0,28;-0,09;0,90%;-2,61%;-97,486
13/03/2019;0,68;-0,31;0,07;0,90%;1,94%;2737,752
14/03/2019;-0,1;-0,4;0,3;0,90%;0,36%;2053,604
15/03/2019;0,48;-0,26;-0,25;0,90%;-5,15%;-2797,608
18/03/2019;0,46;0,16;0,44;0,90%;-2,15%;-1758,395
19/03/2019;-0,09;-0,39;-0,93;0,90%;-0,78%;3995,802
20/03/2019;-0,39;0,02;-1,05;0,90%;2,27%;2033,021
21/03/2019;1,11;0,3;-1,23;0,90%;0,16%;-309,699
22/03/2019;-2,17;-1,52;-0,07;0,90%;-3,51%;341,534
25/03/2019;-0,05;0,66;-0,25;0,90%;-1,60%;-1759,157
26/03/2019;0,76;0,17;0,46;0,90%;2,78%;-97,656
27/03/2019;-0,5;0,1;0,5;0,90%;2,60%;-1208,386
28/03/2019;0,4;0,34;0,02;0,90%;1,36%;1020,977
29/03/2019;0,66;-0,22;-0,92;0,90%;0,48%;407,111
01/04/2019;1,19;-0,3;0,99;1,00%;3,27%;2501,59
02/04/2019;-0,05;-0,13;-0,44;1,00%;-1,15%;-1358,191
03/04/2019;0,27;0,22;-0,4;1,00%;2,03%;214,463
04/04/2019;0,19;0,21;0,93;1,00%;-8,58%;1533,121
05/04/2019;0,52;0,53;-0,08;1,00%;2,65%;703,707
08/04/2019;0,08;-0,29;0,1;1,00%;-0,66%;-692,538
09/04/2019;-0,65;-0,56;-0,14;1,00%;-0,33%;-115,546
10/04/2019;0,48;0,97;-0,1;1,00%;1,37%;2139,645
11/04/2019;0;-0,31;0,41;1,00%;-2,81%;1354,64
12/04/2019;0,65;-0,5;0,65;1,00%;-0,22%;1916,762
15/04/2019;-0,09;-0,22;-0,53;1,00%;-0,51%;377,217
16/04/2019;0,13;0,12;0,7;1,00%;2,56%;-768,477
17/04/2019;-0,32;-0,7;0,83;1,00%;-0,77%;2234,062
18/04/2019;0,11;-0,25;-0,51;1,00%;0,77%;-1621,251
22/04/2019;0,11;-0,46;-0,56;1,00%;-3,92%;-1928,295
23/04/2019;0,97;0,72;-0,48;1,00%;0,40%;-43,54
24/04/2019;-0,23;0,27;-0,07;1,00%;-2,01%;-849,253
25/04/2019;-0,14;-0,75;-0,19;1,00%;-4,33%;-891,226
26/04/2019;0,53;0,43;0,07;1,00%;-5,16%;-993,133
29/04/2019;0,18;0,08;0,65;1,00%;2,64%;-102,715
30/04/2019;-0,04;-0,7;0,28;1,00%;-1,19%;-58,759
01/05/2019;-0,83;-0,1;-0,02;0,90%;-1,97%;3999,516
02/05/2019;-0,16;0,45;-0,27;0,90%;4,21%;-160,535
03/05/2019;1,13;0,94;-0,27;0,90%;4,39%;-3990,446
06/05/2019;-0,39;0,6;-0,42;0,90%;0,12%;-485,269
07/05/2019;-1,69;-0,28;0,5;0,90%;-3,29%;-131,766
08/05/2019;-0,22;-0,15;-0,32;0,90%;-0,92%;-2606,311
09/05/2019;-0,28;0,08;0,12;0,90%;-1,17%;-2170,899
10/05/2019;0,35;-0,37;0,08;0,90%;-1,00%;-1706,27
13/05/2019;-2,67;-0,73;0,28;0,90%;-5,40%;-921,369
14/05/2019;0,93;0,4;-0,02;0,90%;2,35%;505,814
15/05/2019;0,58;0,05;-0,96;0,90%;-0,19%;-1699,719
16/05/2019;0,91;-0,4;-0,32;0,90%;-1,57%;-1011,73
17/05/2019;-0,73;-0,8;0,29;0,90%;-7,86%;100,661
20/05/2019;-0,65;-0,23;0,72;0,90%;-2,74%;1973,11
21/05/2019;0,9;0,43;-0,35;0,90%;-0,15%;1590,619
22/05/2019;-0,4;-0,52;-0,6;0,90%;-6,19%;-544,256
23/05/2019;-1,37;-0,69;-0,28;0,90%;1,39%;999,762
24/05/2019;0,23;0,5;0,31;0,90%;-2,49%;-1679,581
28/05/2019;-0,78;0,29;-0,63;0,90%;-1,03%;-325,108
29/05/2019;-0,71;-0,29;0,41;0,90%;0,63%;-560,689
30/05/2019;0,14;-0,28;-0,76;0,90%;-0,87%;-2477,955
31/05/2019;-1,37;-0,22;-0,1;0,90%;-1,69%;-1130,113
03/06/2019;-0,4;0,35;1,66;0,90%;-3,38%;-151,483
04/06/2019;2,33;0,42;-0,03;0,90%;7,90%;-411,999
05/06/2019;0,7;-0,98;-0,97;0,90%;1,54%;350,676
06/06/2019;0,55;-1,04;0,01;0,90%;4,62%;664,702
07/06/2019;1,04;0,05;-1,2;0,90%;-0,73%;2732,7
10/06/2019;0,53;-0,04;0,08;0,90%;4,03%;1193,772
11/06/2019;-0,12;-0,25;0,55;0,90%;1,95%;1170,413
12/06/2019;-0,2;0,41;-0,99;0,90%;-3,66%;-2181,221
13/06/2019;0,52;0,67;-0,04;0,90%;2,20%;879,377
14/06/2019;-0,27;-0,79;0,32;0,90%;0,49%;159,271
17/06/2019;0,15;0,63;-1,12;0,90%;4,57%;1778,311
18/06/2019;1,04;0,16;0,33;0,90%;-0,13%;-622,264
19/06/2019;0,32;0,11;-0,6;0,90%;0,80%;482,183
20/06/2019;0,89;-0,36;-0,23;0,90%;-3,09%;-1846,524
21/06/2019;-0,21;-0,47;-0,03;0,90%;1,02%;-4083,283
24/06/2019;-0,34;-0,9;0,08;0,90%;0,81%;264,692
25/06/2019;-0,98;0,34;0,71;0,90%;-1,76%;2833,172
26/06/2019;-0,06;-0,05;0,25;0,90%;-0,21%;2268,28
27/06/2019;0,6;1,42;-0,09;0,90%;1,63%;-1510,331
28/06/2019;0,68;0,64;0,61;0,90%;0,27%;-947,706
01/07/2019;0,75;-0,54;-0,13;0,90%;1,60%;586,582
02/07/2019;0,14;-0,79;-0,81;0,90%;-1,13%;-88,664
03/07/2019;0,78;-0,04;-0,33;0,90%;4,51%;370,525
05/07/2019;-0,1;0,16;0,91;0,90%;-0,77%;373,456
08/07/2019;-0,58;-0,45;0,05;0,90%;-1,17%;1759,699
09/07/2019;0,18;-0,15;-0,43;0,90%;-0,13%;1706,685
10/07/2019;0,4;-0,15;-0,36;0,90%;3,77%;-163,5
11/07/2019;0,19;-0,79;0,04;0,90%;-0,13%;29,862
12/07/2019;0,53;0,18;0,41;0,90%;2,67%;1107,405
15/07/2019;-0,04;-0,35;-1,07;0,90%;3,37%;1548,652
16/07/2019;-0,32;0,35;0,1;0,90%;-0,42%;857,166
