Date;Mkt-RF;SMB;HML;RF;rendimientos apple;% Fundflows
12/04/2018;0,84;-0,23;0,18;0,70%;1,86%;290,084
13/04/2018;-0,37;0,03;-0,24;0,70%;-0,54%;-66,48
16/04/2018;0,82;0,08;-0,02;0,70%;1,16%;556,825
17/04/2018;1,09;0,16;-1,18;0,70%;2,00%;-133,655
18/04/2018;0,13;0,21;0,02;0,70%;0,38%;-337,691
19/04/2018;-0,49;-0,47;1,08;0,70%;-0,34%;689,463
20/04/2018;-0,81;0,06;0,58;0,70%;-1,16%;-591,503
23/04/2018;-0,05;-0,07;0,2;0,70%;0,37%;1252,946
24/04/2018;-1,3;0,54;1,02;0,70%;-2,37%;1146,376
25/04/2018;0,1;-0,33;0,08;0,70%;-0,87%;-2301,626
26/04/2018;0,96;-0,39;-0,85;0,70%;2,09%;-1330,801
27/04/2018;0,01;-0,26;0,03;0,70%;1,64%;1531,053
30/04/2018;-0,8;0,02;-0,1;0,70%;-2,43%;906,367
01/05/2018;0,24;0,22;-0,54;0,60%;1,57%;-79,322
02/05/2018;-0,63;1,28;-0,36;0,60%;-1,58%;477,146
03/05/2018;-0,25;-0,52;-0,15;0,60%;0,60%;-592,141
04/05/2018;1,3;0,02;-0,2;0,60%;1,15%;-4818,873
07/05/2018;0,42;0,41;-0,34;0,60%;1,11%;2021,701
08/05/2018;0,07;0,49;0,24;0,60%;-0,43%;-306,976
09/05/2018;0,89;-0,22;0,26;0,60%;1,17%;547,081
10/05/2018;0,85;-0,43;-0,04;0,60%;1,00%;215,583
11/05/2018;0,19;0,13;-0,38;0,60%;-0,22%;2298,895
14/05/2018;0,05;-0,36;0,1;0,60%;0,34%;463,445
15/05/2018;-0,55;0,67;0,41;0,60%;-0,73%;518,449
16/05/2018;0,5;0,71;-0,25;0,60%;-0,18%;1612,564
17/05/2018;0,02;0,9;0,3;0,60%;-1,00%;1102,375
18/05/2018;-0,23;0,57;-0,61;0,60%;0,19%;-1006,54
21/05/2018;0,72;-0,19;0,44;0,60%;1,28%;-922,568
22/05/2018;-0,42;-0,76;0,61;0,60%;-0,10%;683,369
23/05/2018;0,29;0,05;-0,7;0,60%;1,18%;190,748
24/05/2018;-0,16;0,37;-0,35;0,60%;-0,36%;1353,255
25/05/2018;-0,21;0,25;-0,4;0,60%;0,05%;859,456
29/05/2018;-1,04;1,33;-1,02;0,60%;-0,36%;-1592,552
30/05/2018;1,31;0,05;0,37;0,60%;0,96%;-1089,864
31/05/2018;-0,7;0,07;-0,43;0,60%;-0,11%;-109,022
01/06/2018;1,06;-0,23;-0,11;0,60%;1,95%;-595,638
04/06/2018;0,48;0,17;-0,45;0,60%;0,87%;-766,359
05/06/2018;0,17;0,82;-0,44;0,60%;0,51%;2268,154
06/06/2018;0,86;-0,33;0,2;0,60%;0,29%;-1802,149
07/06/2018;-0,14;-0,3;0,93;0,60%;-1,58%;-1096,103
08/06/2018;0,31;0,08;-0,4;0,60%;0,74%;332,815
11/06/2018;0,12;0,18;-0,17;0,60%;-0,57%;-1043,317
12/06/2018;0,23;0,23;-0,63;0,60%;0,26%;626,66
13/06/2018;-0,33;0,08;-0,2;0,60%;-0,46%;697,522
14/06/2018;0,27;0,32;-1;0,60%;0,56%;-13,895
15/06/2018;-0,08;0,05;-0,25;0,60%;-1,28%;-2006,404
18/06/2018;-0,09;0,72;0,08;0,60%;0,73%;1926,31
19/06/2018;-0,38;0,57;-0,14;0,60%;0,00%;1922,242
20/06/2018;0,23;0,73;-0,51;0,60%;1,00%;371,901
21/06/2018;-0,73;-0,63;0,33;0,60%;-0,72%;551,902
22/06/2018;0,11;0;0,46;0,60%;-0,72%;-1494,547
25/06/2018;-1,48;-0,54;0,57;0,60%;-2,03%;-82,423
26/06/2018;0,27;0,63;-0,24;0,60%;0,70%;-270,978
27/06/2018;-1,02;-1;0,36;0,60%;-1,57%;-2919,4
28/06/2018;0,58;-0,18;-0,51;0,60%;1,11%;-242,314
29/06/2018;0,07;-0,2;-0,24;0,60%;-0,02%;108,373
02/07/2018;0,36;0,44;-0,25;0,80%;1,41%;-1762,502
03/07/2018;-0,44;0,81;-0,02;0,80%;-0,97%;244,794
05/07/2018;0,87;0,44;-0,43;0,80%;0,71%;811,934
06/07/2018;0,88;0,05;-0,3;0,80%;1,39%;-1215,02
09/07/2018;0,93;-0,41;0,85;0,80%;0,68%;-220,294
10/07/2018;0,21;-0,78;-0,17;0,80%;0,27%;1250,423
11/07/2018;-0,69;-0,02;-0,45;0,80%;-0,14%;-1185,067
12/07/2018;0,86;-0,35;-1,14;0,80%;2,14%;2297,975
13/07/2018;0,08;-0,12;-0,3;0,80%;1,18%;-1284,812
16/07/2018;-0,16;-0,78;0,98;0,80%;-0,49%;-1384,052
17/07/2018;0,48;0,26;-0,76;0,80%;0,99%;782,13
18/07/2018;0,27;-0,27;0,67;0,80%;-0,79%;-42,066
19/07/2018;-0,34;0,96;-0,36;0,80%;-0,69%;-674,513
20/07/2018;-0,1;-0,19;0,12;0,80%;1,78%;825,904
23/07/2018;0,15;-0,3;0,55;0,80%;1,59%;-1314,644
24/07/2018;0,22;-1,36;0,39;0,80%;-0,29%;980,785
25/07/2018;0,83;-0,43;-1,06;0,80%;2,90%;2097,722
26/07/2018;-0,2;0,64;0,57;0,80%;-1,10%;994,461
27/07/2018;-0,82;-1,38;1,06;0,80%;-1,79%;-793,163
30/07/2018;-0,7;-0,21;1,57;0,80%;-2,17%;1153,809
31/07/2018;0,51;0,85;-1,11;0,80%;0,67%;1245,217
01/08/2018;-0,13;0,04;-0,19;0,70%;0,19%;1968,377
02/08/2018;0,67;0,31;-0,67;0,70%;1,21%;-2991,607
03/08/2018;0,31;-1,07;0,52;0,70%;0,44%;-3571,225
06/08/2018;0,46;0,25;-0,34;0,70%;0,08%;-312,019
07/08/2018;0,29;0,03;-0,17;0,70%;0,69%;-298,915
08/08/2018;-0,04;-0,12;0,27;0,70%;0,56%;827,904
09/08/2018;-0,05;0,37;-0,35;0,70%;0,16%;4110,008
10/08/2018;-0,6;0,39;-0,21;0,70%;-0,61%;627,175
13/08/2018;-0,46;-0,15;-0,29;0,70%;-0,73%;-1231,661
14/08/2018;0,69;0,31;0,21;0,70%;1,24%;-1043,446
15/08/2018;-0,91;-0,54;-0,13;0,70%;-1,75%;-1334,018
16/08/2018;0,86;-0,06;0,25;0,70%;-0,02%;-84,52
17/08/2018;0,3;0,09;0,01;0,70%;-0,06%;1647,44
20/08/2018;0,25;0,12;0,14;0,70%;-0,66%;-1453,518
21/08/2018;0,33;0,91;0,12;0,70%;-0,84%;657,118
22/08/2018;0,05;0,36;-0,35;0,70%;1,01%;400,823
23/08/2018;-0,19;-0,06;-0,32;0,70%;0,47%;-1388,052
24/08/2018;0,62;-0,02;-0,58;0,70%;0,78%;-442,881
27/08/2018;0,74;-0,67;-0,16;0,70%;1,10%;-1135,604
28/08/2018;-0,01;-0,11;-0,24;0,70%;0,60%;2259,852
29/08/2018;0,56;-0,04;-0,58;0,70%;1,58%;1637,391
30/08/2018;-0,41;0,29;-0,42;0,70%;-0,06%;495,506
31/08/2018;0,08;0,5;-0,38;0,70%;0,34%;-4701,783
04/09/2018;-0,11;-0,37;0,01;0,80%;-0,55%;-841,874
05/09/2018;-0,41;-0,18;0,66;0,80%;-2,93%;-4086,839
06/09/2018;-0,44;-0,35;-0,24;0,80%;0,23%;3136,078
07/09/2018;-0,18;0,1;-0,21;0,80%;-0,49%;-576,145
10/09/2018;0,23;0,12;-0,37;0,80%;1,08%;-1077,971
11/09/2018;0,37;-0,29;-0,24;0,80%;1,69%;1137,604
12/09/2018;0,03;-0,06;-0,23;0,80%;0,42%;-1011,82
13/09/2018;0,45;-0,44;-0,4;0,80%;1,07%;-563,931
14/09/2018;0,12;0,26;0,25;0,80%;0,41%;-654,282
17/09/2018;-0,71;-0,46;0,83;0,80%;-1,09%;989,105
18/09/2018;0,57;0,05;-0,48;0,80%;0,95%;3905,62
19/09/2018;0,06;-0,66;1,28;0,80%;-1,34%;-974,385
20/09/2018;0,77;0,31;-0,22;0,80%;1,66%;5402,209
21/09/2018;-0,13;-0,42;0,3;0,80%;0,61%;2524,17
24/09/2018;-0,31;0,06;-0,9;0,80%;0,36%;-2497,304
25/09/2018;-0,05;0,27;-0,38;0,80%;-0,19%;-58,211
26/09/2018;-0,4;-0,38;-0,63;0,80%;-0,41%;-828,482
27/09/2018;0,27;-0,26;-0,55;0,80%;0,38%;1231,389
28/09/2018;-0,03;0,4;-0,2;0,80%;-0,04%;-43,589
01/10/2018;0,16;-1,62;0,34;0,80%;1,08%;-944,441
02/10/2018;-0,21;-0,98;0,59;0,80%;-0,40%;947,862
03/10/2018;0,2;0,84;0,51;0,80%;0,02%;568,505
04/10/2018;-0,93;-1,06;1,57;0,80%;-2,09%;-466,803
05/10/2018;-0,64;-0,43;0,38;0,80%;-0,59%;2749,651
08/10/2018;-0,17;-0,4;1,22;0,80%;-1,15%;-1957,301
09/10/2018;-0,18;-0,29;0,28;0,80%;1,26%;1453,009
10/10/2018;-3,33;0,29;1,1;0,80%;-5,59%;934,045
11/10/2018;-1,96;0,45;-0,92;0,80%;-0,24%;2473,886
12/10/2018;1,38;-0,88;-1,74;0,80%;3,40%;-6615,698
15/10/2018;-0,48;0,92;0,51;0,80%;-1,81%;-2430,053
16/10/2018;2,24;0,68;-1,43;0,80%;3,11%;-3445,218
17/10/2018;-0,08;-0,68;0,25;0,80%;-0,26%;-2257,385
18/10/2018;-1,54;-0,54;0,42;0,80%;-2,02%;3294,24
19/10/2018;-0,25;-1,33;0,71;0,80%;0,15%;1160,691
22/10/2018;-0,38;0,48;-1,25;0,80%;0,89%;-690,651
23/10/2018;-0,62;-0,1;-0,41;0,80%;-1,41%;563,916
24/10/2018;-3,33;-0,93;0,77;0,80%;-5,50%;-1039,602
25/10/2018;1,93;0,42;-0,58;0,80%;5,68%;1935,54
26/10/2018;-1,65;0,58;0,35;0,80%;-1,25%;-1795,999
29/10/2018;-0,77;-0,33;1,62;0,80%;-2,95%;-3861,574
30/10/2018;1,66;0,42;0,08;0,80%;-0,12%;4455,912
31/10/2018;1,22;-0,66;-0,74;0,80%;2,93%;2062,163
01/11/2018;1,29;1,35;-1,14;0,80%;-0,84%;-1461,904
02/11/2018;-0,53;0,79;0,67;0,80%;0,23%;-2626,416
05/11/2018;0,4;-1,01;1,55;0,80%;1,26%;353,448
06/11/2018;0,58;-0,16;0,03;0,80%;0,20%;328,092
07/11/2018;2,11;-0,33;-1,06;0,80%;3,86%;1059,281
08/11/2018;-0,28;-0,25;0,26;0,80%;-0,19%;2177,478
09/11/2018;-1,04;-0,86;0,41;0,80%;-1,97%;-504,733
12/11/2018;-2,06;0,01;0,85;0,80%;-2,50%;-1556,122
13/11/2018;-0,13;-0,11;0,16;0,80%;0,07%;-258,804
14/11/2018;-0,77;0,03;-0,29;0,80%;-1,86%;326,438
15/11/2018;1,18;0,36;-0,41;0,80%;2,18%;1161,21
16/11/2018;0,15;0,02;-0,05;0,80%;0,94%;436,782
19/11/2018;-1,88;-0,73;2,3;0,80%;-3,45%;-1436,455
20/11/2018;-1,85;0,14;-0,53;0,80%;-2,82%;699,61
21/11/2018;0,51;0,98;-0,34;0,80%;1,37%;2179,915
23/11/2018;-0,55;0,83;-0,59;0,80%;-0,04%;-1192,746
26/11/2018;1,62;-0,66;-0,2;0,80%;3,25%;-1514,173
27/11/2018;0,11;-1,09;0,26;0,80%;0,63%;-655,227
28/11/2018;2,42;0,45;-1,16;0,80%;3,65%;1770,849
29/11/2018;-0,22;-0,1;-0,1;0,80%;-0,84%;4034,643
30/11/2018;0,78;-0,33;-0,43;0,80%;0,63%;2492,763
03/12/2018;1,13;-0,05;-0,8;1,10%;1,08%;-3549,293
04/12/2018;-3,45;-0,97;-0,21;1,10%;-3,24%;279,218
06/12/2018;-0,16;0,14;-1,05;1,10%;0,62%;-3648,122
07/12/2018;-2,36;0,2;1,32;1,10%;-4,08%;-3090,414
10/12/2018;0,1;-0,11;-1,62;1,10%;2,61%;1582,079
11/12/2018;-0,08;-0,05;-0,4;1,10%;0,93%;132,072
12/12/2018;0,68;0,57;-0,19;1,10%;0,45%;726,171
13/12/2018;-0,26;-1,51;-0,19;1,10%;0,34%;2070,81
14/12/2018;-1,89;-0,07;0,5;1,10%;-3,18%;-1712,367
17/12/2018;-2,13;-0,26;1,09;1,10%;-3,01%;1458,639
18/12/2018;-0,03;0,03;-0,6;1,10%;1,04%;2130,103
19/12/2018;-1,58;-0,62;0,04;1,10%;-0,27%;-242,382
20/12/2018;-1,62;-0,29;0,98;1,10%;-2,13%;-1557,781
21/12/2018;-2,17;-0,55;0,77;1,10%;-3,29%;-593,566
24/12/2018;-2,55;1;-0,48;1,10%;-4,26%;6983,752
26/12/2018;5,06;-0,06;-1,02;1,10%;6,61%;2858,621
27/12/2018;0,78;-0,66;-0,12;1,10%;0,62%;-873,05
28/12/2018;-0,03;0,77;0,26;1,10%;-0,78%;-1252,681
31/12/2018;0,9;-0,1;-0,46;1,10%;1,17%;-2899,107
02/01/2019;0,23;0,59;1,11;1,00%;-0,44%;-3286,452
03/01/2019;-2,45;0,36;1,2;1,00%;-3,75%;-1351,299
04/01/2019;3,55;0,41;-0,7;1,00%;4,55%;-1000,86
07/01/2019;0,94;1;-0,75;1,00%;0,13%;2095,614
08/01/2019;1,01;0,53;-0,63;1,00%;0,72%;-1411,097
09/01/2019;0,56;0,46;0,1;1,00%;1,42%;487,763
10/01/2019;0,42;0,03;-0,46;1,00%;-0,65%;-1985,44
11/01/2019;-0,01;0,12;0,22;1,00%;-0,78%;2201,595
14/01/2019;-0,6;-0,59;0,94;1,00%;-0,73%;-1281,91
15/01/2019;1,06;0;-0,88;1,00%;2,86%;-850,221
16/01/2019;0,28;0,04;0,92;1,00%;0,35%;-898,399
17/01/2019;0,75;0,11;-0,24;1,00%;0,70%;-756,871
18/01/2019;1,29;-0,36;0,12;1,00%;1,49%;-3392,618
22/01/2019;-1,53;-0,4;0,32;1,00%;-1,90%;1225,727
23/01/2019;0,15;-0,39;-0,13;1,00%;0,97%;1418,602
24/01/2019;0,23;0,44;-0,01;1,00%;-0,48%;724,026
25/01/2019;0,9;0,46;-0,35;1,00%;0,91%;39,548
28/01/2019;-0,8;-0,16;0,63;1,00%;-1,97%;-2419,641
29/01/2019;-0,19;-0,01;0,17;1,00%;-2,06%;-2347,905
30/01/2019;1,51;-0,15;-0,94;1,00%;3,29%;2239,141
31/01/2019;0,92;0,12;-1,08;1,00%;-1,85%;-1471,509
01/02/2019;0,14;-0,14;0,43;1,00%;-1,59%;485,821
04/02/2019;0,72;0,49;-0,47;1,00%;2,84%;-729,478
05/02/2019;0,43;-0,08;-0,6;1,00%;1,39%;911,227
06/02/2019;-0,22;-0,02;0,07;1,00%;-1,12%;-177,639
07/02/2019;-0,93;-0,14;0,4;1,00%;-0,72%;-327,25
08/02/2019;0,09;0,05;-0,69;1,00%;0,38%;-202,65
11/02/2019;0,14;0,66;0,23;1,00%;-0,40%;0
12/02/2019;1,36;0,02;-0,16;1,00%;1,55%;852,582
13/02/2019;0,28;0,07;0,07;1,00%;-0,08%;932,147
14/02/2019;-0,21;0,52;-0,58;1,00%;0,08%;261,259
15/02/2019;1,13;0,25;0,47;1,00%;1,23%;-2222,45
19/02/2019;0,19;0,29;0,3;1,00%;-0,05%;-429,927
20/02/2019;0,19;0,21;0,55;1,00%;-0,95%;1722,4
21/02/2019;-0,37;-0,07;-0,22;1,00%;2,09%;-1294,341
22/02/2019;0,65;0,55;-1,47;1,00%;1,42%;707,362
25/02/2019;0,15;-0,26;-0,18;1,00%;0,56%;348,969
26/02/2019;-0,16;-0,64;-0,33;1,00%;0,69%;3214,903
27/02/2019;0,09;0,2;-0,12;1,00%;-0,17%;-1019,59
28/02/2019;-0,31;0,02;-0,24;1,00%;-0,13%;-488,655
01/03/2019;0,72;0,29;-0,4;0,90%;0,45%;1030,549
04/03/2019;-0,52;-0,4;0,37;0,90%;-0,24%;-224,363
05/03/2019;-0,17;-0,31;-0,23;0,90%;-0,50%;1466,72
06/03/2019;-0,84;-1,27;0,05;0,90%;0,05%;-1799,996
07/03/2019;-0,82;-0,07;-0,33;0,90%;-1,22%;-2550,859
08/03/2019;-0,22;0,04;-0,16;0,90%;0,11%;-1732,994
11/03/2019;1,49;0,36;-0,53;0,90%;2,08%;-1207,88
12/03/2019;0,25;-0,28;-0,09;0,90%;0,70%;-97,486
13/03/2019;0,68;-0,31;0,07;0,90%;0,77%;2737,752
14/03/2019;-0,1;-0,4;0,3;0,90%;0,08%;2053,604
15/03/2019;0,48;-0,26;-0,25;0,90%;1,15%;-2797,608
18/03/2019;0,46;0,16;0,44;0,90%;1,42%;-1758,395
19/03/2019;-0,09;-0,39;-0,93;0,90%;0,07%;3995,802
20/03/2019;-0,39;0,02;-1,05;0,90%;-0,11%;2033,021
21/03/2019;1,11;0,3;-1,23;0,90%;2,27%;-309,699
22/03/2019;-2,17;-1,52;-0,07;0,90%;-2,67%;341,534
25/03/2019;-0,05;0,66;-0,25;0,90%;0,52%;-1759,157
26/03/2019;0,76;0,17;0,46;0,90%;0,21%;-97,656
27/03/2019;-0,5;0,1;0,5;0,90%;-0,97%;-1208,386
28/03/2019;0,4;0,34;0,02;0,90%;0,14%;1020,977
29/03/2019;0,66;-0,22;-0,92;0,90%;0,86%;407,111
01/04/2019;1,19;-0,3;0,99;1,00%;0,91%;2501,59
02/04/2019;-0,05;-0,13;-0,44;1,00%;0,14%;-1358,191
03/04/2019;0,27;0,22;-0,4;1,00%;0,65%;214,463
04/04/2019;0,19;0,21;0,93;1,00%;-0,51%;1533,121
05/04/2019;0,52;0,53;-0,08;1,00%;0,44%;703,707
08/04/2019;0,08;-0,29;0,1;1,00%;0,03%;-692,538
09/04/2019;-0,65;-0,56;-0,14;1,00%;-0,54%;-115,546
10/04/2019;0,48;0,97;-0,1;1,00%;0,76%;2139,645
11/04/2019;0;-0,31;0,41;1,00%;0,12%;1354,64
12/04/2019;0,65;-0,5;0,65;1,00%;0,51%;1916,762
15/04/2019;-0,09;-0,22;-0,53;1,00%;0,08%;377,217
16/04/2019;0,13;0,12;0,7;1,00%;-0,23%;-768,477
17/04/2019;-0,32;-0,7;0,83;1,00%;0,83%;2234,062
18/04/2019;0,11;-0,25;-0,51;1,00%;1,31%;-1621,251
22/04/2019;0,11;-0,46;-0,56;1,00%;0,32%;-1928,295
23/04/2019;0,97;0,72;-0,48;1,00%;1,35%;-43,54
24/04/2019;-0,23;0,27;-0,07;1,00%;-0,34%;-849,253
25/04/2019;-0,14;-0,75;-0,19;1,00%;3,26%;-891,226
26/04/2019;0,53;0,43;0,07;1,00%;0,57%;-993,133
29/04/2019;0,18;0,08;0,65;1,00%;-0,09%;-102,715
30/04/2019;-0,04;-0,7;0,28;1,00%;0,64%;-58,759
01/05/2019;-0,83;-0,1;-0,02;0,90%;-2,11%;3999,516
02/05/2019;-0,16;0,45;-0,27;0,90%;-1,32%;-160,535
03/05/2019;1,13;0,94;-0,27;0,90%;2,11%;-3990,446
06/05/2019;-0,39;0,6;-0,42;0,90%;-0,58%;-485,269
07/05/2019;-1,69;-0,28;0,5;0,90%;-2,07%;-131,766
08/05/2019;-0,22;-0,15;-0,32;0,90%;-0,01%;-2606,311
09/05/2019;-0,28;0,08;0,12;0,90%;-0,01%;-2170,899
10/05/2019;0,35;-0,37;0,08;0,90%;1,29%;-1706,27
13/05/2019;-2,67;-0,73;0,28;0,90%;-3,02%;-921,369
14/05/2019;0,93;0,4;-0,02;0,90%;1,11%;505,814
15/05/2019;0,58;0,05;-0,96;0,90%;1,03%;-1699,719
16/05/2019;0,91;-0,4;-0,32;0,90%;2,28%;-1011,73
17/05/2019;-0,73;-0,8;0,29;0,90%;-0,67%;100,661
20/05/2019;-0,65;-0,23;0,72;0,90%;-1,46%;1973,11
21/05/2019;0,9;0,43;-0,35;0,90%;0,54%;1590,619
22/05/2019;-0,4;-0,52;-0,6;0,90%;0,61%;-544,256
23/05/2019;-1,37;-0,69;-0,28;0,90%;-1,17%;999,762
24/05/2019;0,23;0,5;0,31;0,90%;0,05%;-1679,581
28/05/2019;-0,78;0,29;-0,63;0,90%;-0,06%;-325,108
29/05/2019;-0,71;-0,29;0,41;0,90%;-0,97%;-560,689
30/05/2019;0,14;-0,28;-0,76;0,90%;0,63%;-2477,955
31/05/2019;-1,37;-0,22;-0,1;0,90%;-1,64%;-1130,113
03/06/2019;-0,4;0,35;1,66;0,90%;-3,15%;-151,483
04/06/2019;2,33;0,42;-0,03;0,90%;2,73%;-411,999
05/06/2019;0,7;-0,98;-0,97;0,90%;2,15%;350,676
06/06/2019;0,55;-1,04;0,01;0,90%;1,57%;664,702
07/06/2019;1,04;0,05;-1,2;0,90%;2,76%;2732,7
10/06/2019;0,53;-0,04;0,08;0,90%;0,91%;1193,772
11/06/2019;-0,12;-0,25;0,55;0,90%;-0,38%;1170,413
12/06/2019;-0,2;0,41;-0,99;0,90%;-0,46%;-2181,221
13/06/2019;0,52;0,67;-0,04;0,90%;0,63%;879,377
14/06/2019;-0,27;-0,79;0,32;0,90%;0,10%;159,271
17/06/2019;0,15;0,63;-1,12;0,90%;0,30%;1778,311
18/06/2019;1,04;0,16;0,33;0,90%;1,72%;-622,264
19/06/2019;0,32;0,11;-0,6;0,90%;0,39%;482,183
20/06/2019;0,89;-0,36;-0,23;0,90%;0,92%;-1846,524
21/06/2019;-0,21;-0,47;-0,03;0,90%;0,02%;-4083,283
24/06/2019;-0,34;-0,9;0,08;0,90%;0,59%;264,692
25/06/2019;-0,98;0,34;0,71;0,90%;-3,21%;2833,172
26/06/2019;-0,06;-0,05;0,25;0,90%;0,37%;2268,28
27/06/2019;0,6;1,42;-0,09;0,90%;0,16%;-1510,331
28/06/2019;0,68;0,64;0,61;0,90%;-0,14%;-947,706
01/07/2019;0,75;-0,54;-0,13;0,90%;1,28%;586,582
02/07/2019;0,14;-0,79;-0,81;0,90%;0,66%;-88,664
03/07/2019;0,78;-0,04;-0,33;0,90%;0,64%;370,525
05/07/2019;-0,1;0,16;0,91;0,90%;-0,29%;373,456
08/07/2019;-0,58;-0,45;0,05;0,90%;-0,07%;1759,699
09/07/2019;0,18;-0,15;-0,43;0,90%;-0,37%;1706,685
10/07/2019;0,4;-0,15;-0,36;0,90%;1,01%;-163,5
11/07/2019;0,19;-0,79;0,04;0,90%;0,40%;29,862
12/07/2019;0,53;0,18;0,41;0,90%;0,36%;1107,405
15/07/2019;-0,04;-0,35;-1,07;0,90%;0,00%;1548,652
16/07/2019;-0,32;0,35;0,1;0,90%;-1,32%;857,166
17/07/2019;-0,64;-0,15;-0,65;0,90%;-0,59%;734,379
