Date;Mkt-RF;SMB;HML;RF;rendimientos apple;% Fundflows
17/11/20;-0,19;0,6;-0,01;0,00%;-0,76%;0,84%
18/11/20;-0,93;-0,03;0,01;0,00%;-1,15%;0,29%
19/11/20;0,59;0,47;-0,76;0,00%;0,52%;-0,62%
20/11/20;-0,51;0,68;-0,6;0,00%;-1,10%;-0,41%
23/11/20;0,83;0,87;1,56;0,00%;-3,02%;-0,10%
24/11/20;1,56;-0,11;2,77;0,00%;1,15%;0,44%
25/11/20;0,03;0;-1,33;0,00%;0,74%;0,23%
27/11/20;0,43;0,47;-1,63;0,00%;0,48%;0,31%
30/11/20;-0,53;-0,99;-2,07;0,00%;2,09%;-0,20%
1/12/20;0,98;-0,27;0,53;0,00%;3,04%;0,77%
2/12/20;0,11;-0,09;1,08;0,00%;0,29%;-1,89%
3/12/20;0,18;0,5;-0,09;0,00%;-0,11%;-0,83%
4/12/20;1,02;1,46;0,83;0,00%;-0,56%;-0,33%
7/12/20;0,03;0,24;-1,02;0,00%;1,22%;-0,88%
8/12/20;0,47;1,02;-0,7;0,00%;0,51%;-0,51%
9/12/20;-1,03;-0,06;1,28;0,00%;-2,11%;-0,62%
10/12/20;0,24;1,12;-0,47;0,00%;1,19%;0,65%
11/12/20;-0,2;-0,38;-0,71;0,00%;-0,68%;-0,45%
14/12/20;-0,28;0,58;-1,53;0,00%;-0,52%;-0,58%
15/12/20;1,28;1,08;0,36;0,00%;4,89%;0,38%
16/12/20;0,17;-0,43;-0,37;0,00%;-0,05%;-0,51%
17/12/20;0,79;0,69;-0,7;0,00%;0,69%;-1,14%
18/12/20;-0,12;0,07;-1,17;0,00%;-1,61%;1,02%
21/12/20;-0,23;0,13;-0,05;0,00%;1,24%;0,61%
22/12/20;0,06;1,21;-1,61;0,00%;2,81%;0,93%
23/12/20;0,1;0,38;2,03;0,00%;-0,70%;0,21%
24/12/20;0,21;-0,41;-0,19;0,00%;0,77%;-0,74%
28/12/20;0,46;-0,73;0,36;0,00%;3,51%;0,08%
29/12/20;-0,4;-1,53;0,24;0,00%;-1,34%;0,43%
30/12/20;0,27;1,01;0,03;0,00%;-0,86%;0,39%
31/12/20;0,39;-0,89;0,41;0,00%;-0,77%;-0,73%
4/1/21;-1,41;0,22;0,58;0,00%;-2,50%;0,90%
5/1/21;0,86;1,23;0,49;0,00%;1,23%;-0,10%
6/1/21;0,79;2,14;3,94;0,00%;-3,42%;-0,61%
7/1/21;1,76;0,33;-0,83;0,00%;3,36%;0,69%
8/1/21;0,51;-0,75;-1,37;0,00%;0,86%;-0,88%
11/1/21;-0,51;0,26;1,26;0,00%;-2,35%;-0,07%
12/1/21;0,38;1,29;1,21;0,00%;-0,14%;0,21%
13/1/21;0,07;-0,93;-0,46;0,00%;1,61%;0,10%
14/1/21;-0,11;2,03;1,12;0,00%;-1,52%;-0,18%
15/1/21;-0,86;-0,49;-0,76;0,00%;-1,38%;-0,10%
19/1/21;0,92;0,88;-0,8;0,00%;0,54%;0,58%
20/1/21;1,26;-0,39;-1,08;0,00%;3,23%;-1,04%
21/1/21;-0,04;-0,55;-0,94;0,00%;3,60%;-0,67%
22/1/21;-0,07;1,87;-0,12;0,00%;1,59%;-0,29%
25/1/21;0,29;-0,05;-0,4;0,00%;2,73%;0,16%
26/1/21;-0,32;0,02;0,01;0,00%;0,17%;-0,14%
27/1/21;-2,53;1,33;1,56;0,00%;-0,77%;-0,12%
28/1/21;0,92;-1,93;-0,91;0,00%;-3,56%;-0,65%
29/1/21;-1,84;0,59;0,58;0,00%;-3,81%;-0,76%
1/2/21;1,73;0,93;-1,47;0,00%;1,64%;0,27%
2/2/21;1,48;-0,85;-1,08;0,00%;0,63%;-1,26%
3/2/21;0,15;0,43;0,7;0,00%;-0,78%;-0,28%
4/2/21;1,23;0,38;0,37;0,00%;2,54%;3,02%
5/2/21;0,58;1,07;-0,48;0,00%;-0,46%;2,49%
8/2/21;0,96;2,11;0,39;0,00%;0,11%;-0,03%
9/2/21;0,05;0,71;-0,17;0,00%;-0,66%;0,47%
10/2/21;-0,08;-0,49;0,61;0,00%;-0,46%;0,05%
11/2/21;0,19;-0,22;-0,43;0,00%;-0,19%;0,89%
12/2/21;0,49;-0,14;0,49;0,00%;0,18%;0,46%
16/2/21;-0,14;-0,61;1,89;0,00%;-1,62%;-0,44%
17/2/21;-0,21;-0,85;0,61;0,00%;-1,78%;0,26%
18/2/21;-0,63;-1,55;-0,2;0,00%;-0,87%;0,43%
19/2/21;0,16;1,79;0,72;0,00%;0,12%;0,73%
22/2/21;-1,13;-0,05;3,16;0,00%;-3,03%;0,25%
23/2/21;-0,15;-1,27;0,89;0,00%;-0,11%;0,25%
24/2/21;1,15;1,22;1,42;0,00%;-0,41%;-0,12%
25/2/21;-2,74;-1,13;0,92;0,00%;-3,54%;-0,22%
26/2/21;-0,28;0,66;-1,58;0,00%;0,22%;0,35%
1/3/21;2,63;1,09;0,23;0,00%;5,25%;-0,79%
2/3/21;-1,05;-1,09;1,23;0,00%;-2,11%;-0,06%
3/3/21;-1,57;-0,19;3,56;0,00%;-2,48%;-0,21%
4/3/21;-1,7;-1,36;1,71;0,00%;-1,59%;0,84%
5/3/21;1,85;0,21;0,61;0,00%;1,07%;-0,59%
8/3/21;-0,67;0,61;3,71;0,00%;-4,26%;0,59%
9/3/21;1,79;1,29;-3,23;0,00%;3,98%;0,33%
10/3/21;0,68;0,78;1,82;0,00%;-0,91%;-0,67%
11/3/21;1,44;1,61;-2,02;0,00%;1,64%;-0,27%
12/3/21;0,1;0,14;1,3;0,00%;-0,77%;-0,38%
15/3/21;0,7;-0,1;-1,29;0,00%;2,42%;0,21%
16/3/21;-0,43;-1,11;-0,83;0,00%;1,27%;-0,52%
17/3/21;0,33;0,47;0,33;0,00%;-0,65%;0,06%
18/3/21;-1,88;-1,75;2,18;0,00%;-3,45%;1,10%
19/3/21;0,25;1,26;-0,99;0,00%;-0,45%;1,36%
22/3/21;0,55;-1,2;-2,21;0,00%;2,79%;0,10%
23/3/21;-1,17;-2,71;-1,04;0,00%;-0,69%;-0,50%
24/3/21;-1,01;-1,98;1,46;0,00%;-2,02%;1,08%
25/3/21;0,67;1,68;1,4;0,00%;0,42%;0,40%
26/3/21;1,55;0,18;0,69;0,00%;0,51%;0,44%
29/3/21;-0,49;-2,4;-0,23;0,00%;0,15%;-1,82%
30/3/21;-0,02;1,54;1,01;0,00%;-1,24%;0,23%
31/3/21;0,63;1,11;-2,33;0,00%;1,86%;0,89%
1/4/21;1,27;0,29;0;0,00%;0,69%;0,98%
5/4/21;1,27;-0,59;-0,71;0,00%;2,33%;-0,79%
6/4/21;0,01;-0,31;0,1;0,00%;0,25%;-0,64%
7/4/21;-0,12;-1,61;0,32;0,00%;1,33%;0,60%
8/4/21;0,62;0,59;-1,17;0,00%;1,91%;0,37%
9/4/21;0,65;-0,64;0,13;0,00%;2,00%;-0,18%
12/4/21;-0,05;-0,62;0,59;0,00%;-1,32%;-0,32%
13/4/21;0,41;-0,28;-1,61;0,00%;2,40%;0,68%
14/4/21;-0,35;0,79;1,42;0,00%;-1,80%;-0,20%
15/4/21;1,04;-0,44;-1,19;0,00%;1,85%;0,35%
16/4/21;0,27;-0,35;0,66;0,00%;-0,25%;0,17%
19/4/21;-0,73;-0,78;0,78;0,00%;0,51%;0,30%
20/4/21;-0,94;-1,19;-1,57;0,00%;-1,29%;-0,12%
21/4/21;1,11;1,39;0,1;0,00%;0,29%;0,50%
22/4/21;-0,77;0,65;-0,77;0,00%;-1,18%;-0,96%
23/4/21;1,26;0,75;0,7;0,00%;1,79%;-0,31%
26/4/21;0,43;0,87;-0,5;0,00%;0,30%;-0,82%
27/4/21;-0,03;-0,16;0,85;0,00%;-0,25%;0,68%
28/4/21;-0,06;0,2;0,19;0,00%;-0,60%;0,43%
29/4/21;0,39;-1,14;1,08;0,00%;-0,07%;0,04%
30/4/21;-0,83;-0,43;-0,32;0,00%;-1,52%;1,07%
3/5/21;0,17;0,44;1,71;0,00%;0,82%;0,88%
4/5/21;-0,89;-0,75;2;0,00%;-3,60%;0,74%
5/5/21;-0,06;-0,47;1,34;0,00%;0,20%;-1,34%
6/5/21;0,48;-0,83;1,2;0,00%;1,27%;-0,44%
7/5/21;0,84;0,43;-0,1;0,00%;0,36%;-0,12%
10/5/21;-1,36;-1,68;1,69;0,00%;-2,61%;-0,10%
11/5/21;-0,63;0,96;-0,89;0,00%;-0,74%;0,41%
12/5/21;-2,34;-1,33;0,71;0,00%;-2,53%;0,24%
13/5/21;1,02;0,26;1,14;0,00%;1,78%;0,08%
14/5/21;1,81;0,98;-0,15;0,00%;1,97%;0,05%
17/5/21;-0,24;0,6;0,83;0,00%;-0,93%;-0,68%
18/5/21;-0,69;0,26;-0,94;0,00%;-1,13%;-0,45%
19/5/21;-0,34;-0,37;-0,46;0,00%;-0,13%;-0,16%
20/5/21;1,15;-0,11;-1,43;0,00%;2,08%;-0,87%
21/5/21;-0,04;0,22;0,98;0,00%;-1,49%;0,55%
24/5/21;0,99;-0,37;-0,69;0,00%;1,32%;-0,31%
25/5/21;-0,3;-0,62;-1,23;0,00%;-0,16%;0,03%
26/5/21;0,47;1,77;0,56;0,00%;-0,04%;0,53%
27/5/21;0,28;0,8;0,95;0,00%;-1,25%;0,09%
28/5/21;0,04;-0,3;-0,3;0,00%;-0,54%;0,51%
1/6/21;0,03;1,12;1,46;0,00%;-0,27%;-0,75%
2/6/21;0,12;-0,12;0,32;0,00%;0,63%;0,67%
3/6/21;-0,53;-0,53;0,72;0,00%;-1,22%;-0,52%
4/6/21;0,89;-0,36;-0,9;0,00%;1,88%;0,57%
7/6/21;0,15;1,57;-0,96;0,00%;0,01%;-0,29%
8/6/21;0,19;1,15;-0,32;0,00%;0,66%;-0,50%
9/6/21;-0,3;-0,29;-0,84;0,00%;0,31%;-0,05%
10/6/21;0,4;-0,9;-2,05;0,00%;-0,81%;0,67%
11/6/21;0,37;0,67;0,18;0,00%;0,98%;-0,30%
14/6/21;0,15;-0,31;-1,62;0,00%;2,43%;-0,11%
15/6/21;-0,3;-0,03;1,3;0,00%;-0,65%;0,61%
16/6/21;-0,45;0,44;0,2;0,00%;0,39%;-0,09%
17/6/21;0,01;-0,5;-3,59;0,00%;1,25%;-0,01%
18/6/21;-1,22;-0,43;-1,45;0,00%;-1,01%;0,30%
21/6/21;1,34;0,59;1,06;0,00%;1,40%;-0,84%
22/6/21;0,58;0,04;-0,43;0,00%;1,26%;0,79%
23/6/21;0,01;0,55;-0,28;0,00%;-0,21%;0,76%
24/6/21;0,69;0,66;0,23;0,00%;-0,22%;0,38%
25/6/21;0,31;-0,7;0,43;0,00%;-0,23%;0,19%
28/6/21;0,22;-0,49;-1,59;0,00%;1,25%;0,47%
29/6/21;0;-0,24;-0,29;0,00%;1,14%;-0,10%
30/6/21;0,07;-0,12;0,75;0,00%;0,46%;0,51%
1/7/21;0,43;0,37;0,41;0,00%;0,23%;0,53%
2/7/21;0,56;-1,33;-0,71;0,00%;1,94%;0,13%
3/7/21;0,56;-1,33;-0,71;0,00%;0,00%;0,13%
4/7/21;0,56;-1,33;-0,71;0,00%;0,00%;0,13%
5/7/21;0,56;-1,33;-0,71;0,00%;0,00%;0,00%
6/7/21;0,56;-1,33;-0,71;0,00%;0,00%;0,26%
7/7/21;0,56;-1,33;-0,71;0,00%;1,78%;0,22%
8/7/21;0,56;-1,33;-0,71;0,00%;-0,92%;-0,91%
9/7/21;-0,28;-0,65;-1,99;0,00%;1,30%;0,78%
12/7/21;0,09;-0,92;0,08;0,00%;-0,42%;0,26%
13/7/21;-0,86;0,15;-0,77;0,00%;0,79%;0,00%
14/7/21;1,25;0,61;1,57;0,00%;2,38%;0,10%
15/7/21;0,23;-0,17;0,56;0,00%;-0,45%;0,43%
16/7/21;-0,56;-1,13;-0,41;0,00%;-1,42%;-0,42%
19/7/21;-0,26;-1,16;0,34;0,00%;-2,73%;-0,24%
20/7/21;-0,38;-0,35;0,79;0,00%;2,56%;0,59%
21/7/21;-0,77;-0,23;-1,25;0,00%;-0,51%;-0,40%
22/7/21;-1,41;0,31;-1,74;0,00%;0,96%;-0,14%
23/7/21;1,69;0,79;0,16;0,00%;1,19%;-0,43%
26/7/21;0,95;0,62;0,79;0,00%;0,29%;-0,15%
27/7/21;0,09;-1,33;-1,01;0,00%;-1,50%;-0,12%
28/7/21;0,98;-0,09;-0,47;0,00%;-1,23%;0,92%
29/7/21;0,18;-0,09;1,33;0,00%;0,45%;0,02%
30/7/21;-0,66;-0,66;0,59;0,00%;0,15%;0,06%
2/8/21;0,27;1,41;-0,65;0,00%;-0,23%;0,52%
3/8/21;0,41;-0,01;0,94;0,00%;1,26%;-0,18%
4/8/21;-0,65;-0,07;-0,17;0,00%;-0,28%;-0,13%
5/8/21;-0,12;-0,15;-0,41;0,00%;0,07%;-0,55%
6/8/21;0,73;-0,47;0,92;0,00%;-0,63%;0,03%
7/8/22;0,73;-0,47;0,92;0,00%;0,00%;0,00%
8/8/23;0,73;-0,47;0,92;0,00%;0,00%;0,00%
9/8/21;-0,39;-0,62;-1,56;0,00%;-20,76%;0,45%
10/8/21;0,74;1,14;-0,1;0,00%;-0,34%;0,17%
11/8/21;0,09;0,05;1,88;0,00%;0,18%;0,11%
12/8/21;0,09;0,05;1,88;0,00%;2,06%;0,22%
13/8/21;0,09;0,05;1,88;0,00%;0,14%;0,21%
16/8/21;0,01;-0,36;-0,26;0,00%;1,35%;0,18%
17/8/21;0,06;-0,01;1,82;0,00%;-0,62%;1,51%
18/8/21;0,19;-0,01;1,41;0,00%;-2,58%;0,19%
19/8/21;0,24;-0,59;-0,4;0,00%;0,23%;-0,63%
20/8/21;0;-0,85;-0,24;0,00%;1,01%;0,17%
23/8/21;-0,05;-0,86;0,05;0,00%;1,02%;-0,37%
24/8/21;-0,8;-0,45;-0,11;0,00%;-0,06%;0,04%
25/8/21;-0,95;0,11;-0,18;0,00%;-0,85%;-0,06%
26/8/21;-0,15;-0,79;-0,82;0,00%;-0,55%;0,05%
27/8/21;0,92;1;-0,48;0,00%;0,72%;0,12%
30/8/21;1,08;0,94;-0,85;0,00%;3,00%;0,19%
31/8/21;0,41;0,36;0,36;0,00%;-0,85%;0,63%
1/9/21;0,26;-0,04;0,36;0,00%;0,45%;1,24%
2/9/21;-0,65;-0,39;-0,32;0,00%;0,74%;-0,41%
3/9/21;1,07;1,63;0,3;0,00%;0,42%;0,30%
7/9/21;0,35;-0,34;-1,37;0,00%;1,54%;0,17%
8/9/21;-0,13;0,44;-0,05;0,00%;-1,01%;1,19%
9/9/21;0,11;0,59;-0,94;0,00%;-0,67%;-1,00%
10/9/21;0,36;0,1;-0,04;0,00%;-3,37%;0,23%
13/9/21;-0,01;-0,38;-0,26;0,00%;0,39%;0,62%
14/9/21;-0,36;-0,14;-0,09;0,00%;-0,96%;0,69%
15/9/21;-0,34;-0,81;0,08;0,00%;0,61%;0,41%
16/9/21;-0,27;0,23;0,09;0,00%;-0,16%;1,32%
17/9/21;-0,76;-0,1;0,02;0,00%;-1,85%;-0,08%
20/9/21;0,14;-0,05;1,34;0,00%;-2,16%;-0,76%
21/9/21;-0,66;-0,51;-0,97;0,00%;0,34%;-0,50%
22/9/21;0,88;0,02;0,63;0,00%;1,67%;0,04%
23/9/21;-0,03;0,04;-0,55;0,00%;0,67%;0,00%
24/9/21;-0,72;0,99;-0,05;0,00%;0,06%;0,07%
27/9/21;-1,87;-0,58;0,23;0,00%;-1,06%;0,03%
28/9/21;0,05;0,45;-0,67;0,00%;-2,41%;-1,53%
29/9/21;1;0,18;0,53;0,00%;0,65%;0,24%
30/9/21;1,28;0,36;0,93;0,00%;-0,94%;-0,23%
1/10/21;0,08;-0,47;0,7;0,00%;0,81%;-0,38%
4/10/21;-0,1;1,25;2,43;0,00%;-2,49%;-0,23%
5/10/21;-2,18;-0,44;1,75;0,00%;1,41%;0,01%
6/10/21;0,03;-0,3;0,8;0,00%;0,63%;0,39%
7/10/21;-1,02;0,32;-0,77;0,00%;0,90%;-0,39%
8/10/21;1,1;0,4;0,5;0,00%;-0,27%;-0,08%
11/10/21;-1,43;-0,03;2,33;0,00%;-0,06%;0,38%
12/10/21;1,05;-0,52;-0,07;0,00%;-0,91%;-0,19%
13/10/21;0,33;-0,87;-0,49;0,00%;-0,42%;0,17%
14/10/21;1,01;0,53;-0,17;0,00%;2,00%;0,04%
15/10/21;-0,28;-0,61;1,12;0,00%;0,75%;0,13%
18/10/21;-0,72;0,31;-0,28;0,00%;1,17%;0,55%
19/10/21;-0,06;0,64;-0,44;0,00%;1,50%;-0,14%
20/10/21;0,43;0,14;-1,06;0,00%;0,34%;0,21%
21/10/21;1,65;-0,34;-0,27;0,00%;0,15%;0,38%
22/10/21;0,63;-1,2;0,3;0,00%;-0,53%;0,35%
25/10/21;0,41;-0,25;-0,01;0,00%;-0,03%;-0,44%
26/10/21;0,71;-0,49;-0,23;0,00%;0,46%;0,43%
27/10/21;0,34;-0,02;1,19;0,00%;-0,32%;2,60%
28/10/21;0,37;0,21;-0,95;0,00%;2,47%;-0,04%
29/10/21;-0,25;-0,24;1,01;0,00%;-1,83%;0,32%
1/11/21;0,58;0,49;-0,15;0,00%;-0,56%;0,63%
2/11/21;0,04;-0,7;-0,31;0,00%;0,71%;0,05%
3/11/21;-0,76;-0,74;-1,18;0,00%;0,98%;0,13%
4/11/21;1,14;0,88;-0,5;0,00%;-0,35%;0,34%
5/11/21;0,22;0,2;-0,83;0,00%;0,21%;0,04%
8/11/21;0,51;2,02;0,44;0,00%;-0,56%;0,15%
9/11/21;0,24;-0,29;-0,54;0,00%;0,25%;-0,19%
10/11/21;0,8;1,45;-0,12;0,00%;-1,93%;0,37%
11/11/21;0,39;-0,02;-1,37;0,00%;-0,03%;0,39%
12/11/21;0,38;0,69;1,19;0,00%;1,42%;-0,35%
15/11/21;0,18;0,02;0,07;0,00%;0,01%;0,12%
16/11/21;-0,35;-0,18;0,45;0,00%;0,66%;-0,52%
17/11/21;-1,07;-0,65;0,93;0,00%;1,64%;0,31%
18/11/21;0,24;0,54;0,33;0,00%;2,81%;0,08%
19/11/21;0,74;-0,32;-0,91;0,00%;1,68%;-0,16%
22/11/21;-0,02;-0,53;0,71;0,00%;0,29%;-0,69%
23/11/21;0,5;0,04;-0,72;0,00%;0,24%;0,45%
24/11/21;-0,47;-0,56;-0,25;0,00%;0,33%;-0,33%
26/11/21;0,06;-0,58;-0,07;0,00%;-3,22%;0,26%
29/11/21;-0,2;-0,17;-1,28;0,00%;2,16%;-0,08%
30/11/21;-0,61;-0,54;2,76;0,00%;3,11%;0,93%
1/12/21;-0,03;-0,52;1,75;0,00%;-0,32%;0,93%
2/12/21;0,3;0,03;-0,87;0,00%;-0,61%;-0,36%
3/12/21;-2,22;-1,23;-0,92;0,00%;-1,18%;1,13%
6/12/21;1,11;-1,02;-0,79;0,00%;2,13%;-0,28%
7/12/21;-1,95;0,52;-1,13;0,00%;3,48%;0,93%
8/12/21;-1,61;-0,79;1,11;0,00%;2,25%;0,17%
9/12/21;1,51;0,71;1,27;0,00%;-0,30%;-1,42%
10/12/21;-1,21;-1,13;1,07;0,00%;2,76%;0,17%
13/12/21;1,19;0,76;0,63;0,00%;-2,09%;0,70%
14/12/21;2,22;0,2;-1,79;0,00%;-0,81%;1,72%
15/12/21;0,47;0,66;-0,83;0,00%;2,81%;-0,53%
16/12/21;-1,07;-1,37;1,57;0,00%;-4,01%;-1,30%
17/12/21;0,7;-0,83;0,5;0,00%;-0,65%;1,45%
20/12/21;-1,04;-0,31;-0,98;0,00%;-0,82%;-0,44%
21/12/21;-0,76;-0,68;1,64;0,00%;1,89%;0,59%
22/12/21;1,62;0,39;-1,91;0,00%;1,52%;0,01%
23/12/21;-1,2;-1,6;2,78;0,00%;0,36%;-0,19%
27/12/21;-0,65;1,88;-2,33;0,00%;2,27%;-0,35%
28/12/21;-1,27;-0,16;-0,41;0,00%;-0,58%;0,92%
29/12/21;2,06;0,82;0,19;0,00%;0,05%;0,71%
30/12/21;0,97;0,26;-0,36;0,00%;-0,66%;0,30%
31/12/21;0,71;0,35;-0,48;0,00%;-0,35%;0,79%
3/1/22;1,22;-0,11;0,29;0,00%;2,47%;1,72%
4/1/22;-0,27;-0,59;0,81;0,00%;-1,28%;-0,79%
5/1/22;0,06;-0,07;0,17;0,00%;-2,70%;-0,85%
6/1/22;-0,15;0,11;-0,4;0,00%;-1,68%;0,28%
7/1/22;-0,31;0,05;0,53;0,00%;0,10%;-0,82%
10/1/22;0,73;0,34;0,78;0,00%;0,01%;-0,13%
11/1/22;-0,29;-0,82;3,62;0,00%;1,66%;0,19%
12/1/22;-2,28;-1,46;2,6;0,00%;0,26%;-0,02%
13/1/22;0;0,2;1,75;0,00%;-1,92%;-0,23%
14/1/22;-0,48;-1,32;2,02;0,00%;0,51%;-0,29%
18/1/22;-0,15;-0,23;-0,28;0,00%;-1,91%;-0,27%
19/1/22;1,1;-0,08;-0,3;0,00%;-2,12%;-0,82%
20/1/22;0,12;-0,89;0,5;0,00%;-1,04%;-0,34%
21/1/22;-1,57;0,3;2,41;0,00%;-1,28%;0,06%
24/1/22;0,08;0,18;0,54;0,00%;-0,49%;-0,36%
25/1/22;-2,08;-1,03;1,37;0,00%;-1,15%;0,23%
26/1/22;-1,01;-0,33;-0,67;0,00%;-0,06%;0,07%
27/1/22;-1,14;-0,86;-0,23;0,00%;-0,29%;0,03%
28/1/22;-2,1;0,28;0,49;0,00%;6,75%;-0,22%
31/1/22;0,53;1,81;-0,25;0,00%;2,58%;-0,27%
1/2/22;-1,43;-0,62;2,79;0,00%;-0,10%;-1,42%
2/2/22;-0,3;-1,08;0,09;0,00%;0,70%;0,83%
3/2/22;-0,79;-1,64;0,79;0,00%;-1,69%;1,89%
4/2/22;2,45;-0,14;-2,07;0,00%;-0,30%;1,35%
7/2/22;2,34;1,31;-2,86;0,00%;-0,42%;0,49%
8/2/22;0,87;0,05;0,65;0,00%;1,83%;0,04%
9/2/22;0,48;-1,75;0,72;0,00%;0,83%;-0,28%
10/2/22;-2,49;-0,05;2,18;0,00%;-2,39%;1,33%
11/2/22;0,89;-0,02;-0,6;0,00%;-2,04%;0,02%
14/2/22;-0,25;0,53;0,23;0,00%;0,14%;-0,20%
15/2/22;1,02;0,68;-0,28;0,00%;2,29%;-0,57%
16/2/22;1,61;0,23;-1,95;0,00%;-0,14%;-0,18%
17/2/22;-1,69;-0,15;1,23;0,00%;-2,15%;0,01%
18/2/22;-1,92;0,6;2,13;0,00%;-0,94%;0,36%
22/2/22;-0,35;0,22;-0,59;0,00%;-1,80%;-1,22%
23/2/22;1,87;1,32;-1,42;0,00%;-2,62%;1,13%
24/2/22;-0,02;-0,09;0,31;0,00%;1,65%;0,35%
25/2/22;-2,28;-0,28;1,1;0,00%;1,29%;-0,69%
28/2/22;-0,87;-0,09;0,94;0,00%;0,16%;1,79%
1/3/22;-1,18;-0,49;0,11;0,00%;-1,17%;-0,34%
2/3/22;-1,96;-0,2;1,26;0,00%;2,04%;-0,53%
3/3/22;1,89;1,51;-3,86;0,00%;-0,20%;-0,05%
4/3/22;2,23;-0,42;1,22;0,00%;-1,86%;0,34%
7/3/22;0,05;0,64;-0,5;0,00%;-2,40%;0,04%
8/3/22;-1,57;-0,1;-0,81;0,00%;-1,17%;1,23%
9/3/22;1,81;0,42;1,34;0,00%;3,44%;-0,37%
10/3/22;-0,88;-0,57;1,52;0,00%;-2,76%;-1,09%
11/3/22;-1,1;-0,66;0,68;0,00%;-2,42%;0,25%
14/3/22;-3,12;0,58;0,89;0,00%;-2,69%;0,43%
15/3/22;-0,52;1,01;0,32;0,00%;2,92%;-0,16%
16/3/22;2,8;0,32;-2,09;0,00%;2,86%;0,42%
17/3/22;-0,47;0,11;1,16;0,00%;0,64%;0,40%
18/3/22;-1,49;-0,44;1,79;0,00%;2,07%;0,68%
21/3/22;-1,06;-1,33;1,77;0,00%;0,85%;0,32%
22/3/22;2,15;-0,12;-2,39;0,00%;2,06%;-0,63%
23/3/22;2,61;0,8;-1,83;0,00%;0,82%;0,44%
24/3/22;1,43;0,29;-1,09;0,00%;2,24%;0,15%
25/3/22;1,33;0,28;-1,85;0,00%;0,37%;-0,21%
28/3/22;-0,18;-1,1;1,59;0,00%;0,50%;-0,02%
29/3/22;1,31;0,04;-1,16;0,00%;1,90%;0,16%
30/3/22;-1,26;-0,64;0,38;0,00%;-0,67%;0,73%
31/3/22;1,42;-0,09;-0,79;0,00%;-1,79%;0,55%
1/4/22;0,27;-0,59;2,18;0,00%;-0,17%;0,79%
4/4/22;0,73;-0,56;-1,7;0,00%;2,34%;-1,04%
5/4/22;1,45;1,54;-1,92;0,00%;-1,91%;-0,21%
6/4/22;-0,83;-1,28;0,4;0,00%;-1,86%;-0,04%
7/4/22;-1,55;0,71;-0,44;0,00%;0,18%;0,13%
8/4/22;0,39;0,69;-0,59;0,10%;-1,20%;-0,43%
11/4/22;0,94;-0,05;-1,88;0,10%;-2,58%;0,04%
12/4/22;-1,54;-0,97;0,84;0,10%;1,15%;-0,68%
13/4/22;-1,24;-0,66;1,09;0,10%;1,62%;-0,07%
14/4/22;0,33;-0,61;-0,13;0,10%;-3,04%;-1,81%
18/4/22;-0,39;-1;2,24;0,10%;-0,13%;-0,33%
19/4/22;-1,53;0,28;1,06;0,10%;1,40%;-1,93%
20/4/22;-0,29;0,54;0,46;0,10%;-0,10%;-0,95%
21/4/22;1,4;0,93;-0,71;0,10%;-0,49%;-0,47%
22/4/22;-1,28;0,03;1,41;0,10%;-2,82%;0,32%
25/4/22;-0,21;-0,81;1,8;0,10%;0,67%;0,61%
26/4/22;1,77;0,59;-0,95;0,10%;-3,80%;-0,15%
27/4/22;-0,28;0,19;1,26;0,10%;-0,15%;-0,30%
28/4/22;-1,75;-0,72;0,41;0,10%;4,42%;-0,67%
29/4/22;-2,74;0,31;-0,16;0,10%;-3,73%;0,28%
2/5/22;0,71;0,43;-1,84;0,10%;0,20%;0,67%
3/5/22;-3;-0,67;1,79;0,10%;0,96%;-0,67%
4/5/22;0,12;-0,61;0,34;0,10%;4,02%;0,00%
5/5/22;2,44;-0,19;-0,45;0,10%;-5,73%;-0,14%
6/5/22;-3,53;0,75;0,59;0,10%;0,32%;-0,01%
9/5/22;0,8;0,6;-1,15;0,10%;-3,38%;-0,33%
10/5/22;0,41;-0,16;1,62;0,10%;1,60%;1,36%
11/5/22;3;-0,46;0,24;0,10%;-5,32%;-0,69%
12/5/22;-3,8;-0,79;2,37;0,10%;-2,73%;0,13%
13/5/22;-0,85;-1,31;1,77;0,10%;3,14%;0,08%
16/5/22;-3,54;-0,5;1,37;0,10%;-1,07%;-0,17%
17/5/22;0,2;-0,23;-1,22;0,10%;2,51%;0,05%
18/5/22;-1,95;-1,11;2,59;0,10%;-5,81%;0,74%
19/5/22;0,17;1,29;-1,23;0,10%;-2,50%;0,36%
20/5/22;2,76;0,89;-2,2;0,10%;0,17%;0,47%
23/5/22;-0,6;-0,21;1,34;0,10%;3,93%;0,11%
24/5/22;2,14;0,96;-0,05;0,10%;-1,94%;0,48%
25/5/22;-4,04;0,21;1,53;0,10%;0,11%;0,56%
26/5/22;-0,34;0,48;-0,8;0,10%;2,29%;0,76%
27/5/22;-0,05;-0,11;-0,19;0,10%;3,99%;-0,27%
31/5/22;1,74;-1,07;1,29;0,10%;-0,54%;0,28%
1/6/22;-1,23;-0,94;1,85;0,10%;-0,09%;0,43%
2/6/22;1,22;0,78;0,21;0,10%;1,67%;-0,49%
3/6/22;2,18;0,2;-0,62;0,10%;-3,93%;-0,21%
6/6/22;2,58;0,37;-1,31;0,10%;0,52%;0,01%
